recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,customer_types
9,105.23,1,0,2,1,2,0,0,0,0
10,142.08,0,1,3,1,1,0,0,0,0
5,537.6,0,1,2,1,3,1,0,2,2
9,141.07,1,0,1,0,2,-1,0,2,2
10,41.67,0,1,2,1,2,0,0,0,0
2,584.53,0,1,2,1,2,0,0,0,0
11,157.82,0,1,2,1,1,1,0,2,2
5,44.92,0,1,1,0,1,1,0,2,2
9,180.63,1,0,2,1,2,1,0,2,2
9,93.19,1,0,1,1,1,1,0,2,2
6,95.81,1,0,3,0,2,0,0,0,0
3,131.61,1,0,1,1,1,-1,0,2,2
10,88.75,1,0,2,1,1,-1,0,2,2
5,784.96,1,0,2,1,3,-1,0,2,2
7,121.57,1,0,2,1,2,0,0,0,0
4,74.97,1,0,2,0,2,0,0,0,0
9,292.88,0,1,1,1,2,1,0,2,2
5,954.34,1,1,2,1,3,1,0,2,2
6,99.97,0,1,1,0,2,-1,0,2,2
1,41.03,1,0,1,0,2,1,1,3,3
2,74.52,0,1,2,1,2,-1,0,2,2
4,29.99,1,0,3,1,1,-1,0,2,2
1,342.12,0,1,1,1,1,0,0,0,0
9,519.28,0,1,1,1,3,1,1,3,3
5,29.99,1,0,1,0,1,1,0,2,2
3,157.86,1,0,1,1,1,0,0,0,0
6,75.58,0,1,3,1,1,0,0,0,0
2,502.5,0,1,2,1,1,0,0,0,0
12,85.78,1,0,2,0,1,0,0,0,0
11,56.8,1,0,1,0,1,1,0,2,2
12,158.7,0,1,2,1,1,1,0,2,2
10,29.99,1,0,1,1,1,1,0,2,2
5,201.22,1,0,2,0,2,-1,0,2,2
11,189.2,1,0,2,0,1,0,0,0,0
11,319.36,0,1,2,0,2,-1,0,2,2
3,505.63,0,1,1,1,3,0,0,0,0
11,29.99,1,0,3,0,1,-1,0,2,2
1,712.96,1,1,3,1,2,1,1,3,3
9,51.64,1,0,2,1,2,-1,0,2,2
10,683.91,1,1,1,1,1,0,0,0,0
2,760.55,0,1,1,1,2,0,0,0,0
7,387.06,0,1,1,0,3,1,0,2,2
5,29.99,1,0,1,1,2,0,0,0,0
9,145.36,0,1,2,1,1,1,0,2,2
9,233.63,1,1,1,1,3,-1,0,2,2
9,312.11,1,0,3,0,2,-1,0,2,2
10,145.75,1,0,3,0,2,-1,0,2,2
2,611.69,1,1,2,1,1,0,0,0,0
1,288.73,1,1,2,0,2,0,0,0,0
12,29.99,0,1,1,0,2,-1,0,2,2
3,55.58,1,0,2,1,1,-1,0,2,2
9,37.85,1,0,2,0,1,1,0,2,2
10,89.74,0,1,2,1,2,0,0,0,0
11,107.25,0,1,2,0,1,-1,0,2,2
11,173.89,0,1,1,1,1,-1,0,2,2
10,49.32,1,0,1,0,1,-1,0,2,2
1,162.87,0,1,3,1,1,1,1,3,3
4,185.34,1,0,2,1,2,-1,0,2,2
10,782.01,1,1,3,1,3,1,0,2,2
2,150.34,1,0,1,0,2,-1,1,3,3
12,29.99,0,1,3,1,2,0,0,0,0
10,76.34,0,1,2,0,2,0,0,0,0
1,1087.17,0,1,2,1,3,0,0,0,0
2,198.99,1,0,1,0,2,-1,0,2,2
7,29.99,0,1,2,0,2,0,0,0,0
4,52.24,1,0,2,1,2,0,0,0,0
8,297.9,1,0,1,1,3,0,0,0,0
10,34.31,0,1,2,0,1,1,0,2,2
1,99.14,0,1,3,0,2,-1,1,3,3
2,115.92,1,0,2,0,1,0,0,0,0
7,386.21,1,1,3,1,2,1,0,2,2
2,80.63,1,0,1,0,2,-1,0,2,2
4,54.14,0,1,1,1,1,0,0,0,0
10,58.04,0,1,3,0,1,0,1,1,1
9,566.18,0,1,3,1,3,-1,0,2,2
7,114.75,0,1,1,0,2,-1,1,3,3
4,70.3,0,1,1,0,2,0,0,0,0
3,310.95,0,1,2,0,1,1,1,3,3
2,509.37,0,1,2,1,2,-1,0,2,2
11,178.99,0,1,2,0,2,0,0,0,0
2,295.14,1,0,1,1,3,-1,1,3,3
12,32.92,1,0,2,1,2,-1,0,2,2
11,115.07,0,1,2,1,1,0,0,0,0
4,33.46,0,1,1,0,2,1,1,3,3
10,442.12,0,1,1,0,2,-1,0,2,2
5,29.99,1,0,2,0,1,1,0,2,2
5,118.42,0,1,3,0,1,1,1,3,3
1,729.76,1,1,3,1,1,-1,0,2,2
10,283.61,1,1,1,1,2,-1,0,2,2
7,84.03,1,0,1,0,2,0,0,0,0
10,87.99,0,1,2,0,1,0,0,0,0
6,682.66,0,1,2,1,3,-1,1,3,3
5,49.28,0,1,2,0,1,1,1,3,3
7,172.21,0,1,1,1,1,-1,0,2,2
1,1182.22,1,0,3,1,3,-1,1,3,3
2,239.71,0,1,1,1,1,1,0,2,2
3,105.59,0,1,1,0,2,1,0,2,2
9,42.18,0,1,1,0,2,1,0,2,2
1,593.29,0,1,3,1,3,1,1,3,3
8,658.97,1,1,1,1,1,-1,0,2,2
10,29.99,1,0,2,1,2,0,0,0,0
5,451.83,1,1,2,0,3,1,1,3,3
11,402.08,1,0,2,0,2,0,0,0,0
9,80.24,0,1,2,0,1,1,0,2,2
4,210.46,0,1,2,0,1,-1,0,2,2
7,308.1,1,1,1,1,1,1,0,2,2
6,57.48,1,0,2,1,1,0,0,0,0
3,162.97,0,1,1,0,2,1,0,2,2
4,128.17,1,0,3,1,2,0,0,0,0
9,780.28,0,1,1,1,3,-1,0,2,2
11,418.29,0,1,2,0,2,1,0,2,2
2,186.1,0,1,2,1,1,0,0,0,0
1,893.23,1,0,1,1,3,1,0,2,2
12,175.45,1,0,1,0,1,1,0,2,2
5,222.01,1,1,3,1,2,1,0,2,2
6,107.91,0,1,1,0,1,0,0,0,0
6,41.41,0,1,2,0,2,0,0,0,0
2,275.09,1,0,1,0,2,1,0,2,2
5,413.34,0,1,2,0,2,1,1,3,3
1,223.46,1,1,2,1,2,0,0,0,0
5,165.34,1,0,1,0,2,1,0,2,2
6,236.71,0,1,2,1,2,0,0,0,0
9,198.68,1,0,1,1,1,-1,0,2,2
5,37.18,1,0,1,1,1,1,0,2,2
5,41.11,0,1,1,1,2,1,0,2,2
1,266.08,1,0,2,1,1,0,0,0,0
9,395.2,0,1,3,1,3,0,0,0,0
10,60.33,0,1,1,1,1,1,0,2,2
11,247.6,0,1,1,0,2,1,0,2,2
1,547.24,1,1,2,1,3,0,0,0,0
7,29.99,1,0,2,1,2,0,0,0,0
3,57.35,1,0,1,0,2,0,0,0,0
10,333.06,0,1,2,0,2,0,1,1,1
8,505.99,0,1,2,1,1,0,0,0,0
3,75.11,0,1,1,0,2,1,0,2,2
9,535.81,1,1,1,1,3,1,0,2,2
2,137.45,1,0,2,0,1,1,0,2,2
3,29.99,1,0,2,1,1,0,0,0,0
9,64.71,0,1,1,0,2,-1,0,2,2
8,132.83,1,0,1,1,1,1,0,2,2
9,414.75,1,1,1,0,2,0,0,0,0
8,190.13,0,1,2,1,1,0,0,0,0
10,44.37,0,1,1,0,1,0,0,0,0
6,243.91,0,1,2,1,1,1,0,2,2
6,55.09,0,1,1,0,2,1,0,2,2
5,630.33,1,1,3,1,1,0,1,1,1
5,98.46,0,1,3,0,1,-1,0,2,2
4,163.21,1,0,2,1,1,-1,0,2,2
3,224.72,1,0,3,1,2,1,0,2,2
3,370.63,1,0,1,1,2,-1,0,2,2
5,681.43,1,1,2,1,2,-1,0,2,2
8,1422.37,1,0,3,1,2,1,1,3,3
10,178.68,0,1,3,1,1,1,0,2,2
2,79.59,1,0,3,0,1,1,0,2,2
7,244.88,1,0,1,1,2,-1,0,2,2
3,264.43,1,0,3,1,2,0,0,0,0
8,319.96,1,1,2,0,1,-1,0,2,2
10,150.84,0,1,1,1,2,0,0,0,0
11,54.11,1,0,3,0,2,1,0,2,2
2,346.94,1,0,3,0,2,-1,1,3,3
7,29.99,1,0,2,1,1,-1,0,2,2
1,78.15,0,1,1,1,2,1,0,2,2
2,218.07,1,1,3,0,1,-1,0,2,2
2,330.79,0,1,1,0,3,-1,0,2,2
12,29.99,0,1,1,1,2,-1,0,2,2
8,29.99,0,1,3,1,1,-1,1,3,3
7,229.24,0,1,2,0,2,1,1,3,3
3,131.14,1,0,1,1,1,-1,0,2,2
11,158.71,0,1,2,0,1,1,0,2,2
9,65.97,1,0,3,0,2,-1,1,3,3
8,274.03,0,1,2,0,2,0,0,0,0
5,68.62,1,0,1,0,1,0,0,0,0
2,462.43,0,1,1,0,1,1,1,3,3
3,475.15,0,1,2,0,3,-1,0,2,2
1,275.64,1,0,2,1,1,1,0,2,2
10,155.5,1,0,2,0,2,1,0,2,2
9,268.13,0,1,3,0,1,0,0,0,0
9,101.67,1,0,1,0,2,0,0,0,0
9,49.14,1,0,2,0,1,0,0,0,0
8,613.07,0,1,1,1,1,-1,1,3,3
1,190.56,0,1,2,1,2,1,0,2,2
9,65.41,0,1,3,0,2,-1,0,2,2
8,96.59,0,1,2,0,1,1,0,2,2
12,88.22,0,1,1,0,1,0,0,0,0
2,845.78,1,0,1,1,2,0,0,0,0
10,310.26,1,1,3,0,1,-1,0,2,2
2,123.32,1,0,1,0,1,1,0,2,2
5,108.18,0,1,1,0,2,1,0,2,2
3,56.33,0,1,1,1,1,0,0,0,0
3,121.89,1,0,2,1,2,-1,0,2,2
4,616.39,1,0,1,1,2,1,0,2,2
2,360.09,1,0,3,0,1,1,0,2,2
3,120.25,1,0,2,1,2,0,0,0,0
1,151.45,0,1,2,1,1,1,0,2,2
10,44.34,1,0,1,0,1,0,0,0,0
9,315.63,0,1,1,1,3,0,0,0,0
11,29.99,0,1,1,1,1,-1,0,2,2
2,354.69,0,1,1,0,1,1,1,3,3
9,173.32,1,0,3,0,2,0,0,0,0
8,39.16,1,0,1,1,1,0,0,0,0
4,300.91,0,1,2,1,2,-1,0,2,2
9,120.01,0,1,2,1,2,-1,0,2,2
2,57.53,1,0,2,1,2,0,0,0,0
8,107.63,0,1,2,0,2,1,0,2,2
2,37.5,1,0,2,0,2,0,0,0,0
10,361.18,1,0,1,1,1,0,0,0,0
6,224.0,0,1,2,0,3,1,0,2,2
11,49.83,1,0,3,0,2,-1,0,2,2
10,132.99,1,0,2,0,2,1,0,2,2
11,87.98,1,0,3,0,2,0,0,0,0
8,126.92,1,0,1,1,2,1,0,2,2
10,264.37,0,1,1,0,3,-1,1,3,3
7,116.99,1,0,2,0,2,1,0,2,2
11,57.23,1,0,1,0,2,-1,0,2,2
10,51.05,1,0,1,0,2,0,0,0,0
6,292.71,1,1,2,0,3,-1,1,3,3
4,72.03,0,1,2,1,1,-1,0,2,2
5,276.24,1,1,2,0,3,-1,0,2,2
9,29.99,1,0,2,1,1,1,0,2,2
2,456.02,1,1,1,0,3,1,0,2,2
6,40.75,0,1,2,1,2,1,1,3,3
9,29.99,0,1,1,0,2,1,1,3,3
3,384.54,1,0,2,0,1,0,0,0,0
2,936.03,1,1,2,1,3,1,0,2,2
11,29.99,1,0,1,1,2,1,0,2,2
4,255.95,0,1,1,1,1,0,0,0,0
8,40.43,0,1,2,1,2,0,0,0,0
4,408.53,1,1,3,0,3,-1,0,2,2
2,661.58,1,1,2,1,3,0,0,0,0
8,52.36,1,0,1,1,2,-1,0,2,2
12,142.16,1,0,2,1,2,0,0,0,0
11,202.8,0,1,2,1,1,-1,0,2,2
7,38.4,0,1,2,1,1,1,0,2,2
2,343.18,1,0,2,1,3,0,0,0,0
3,225.23,0,1,2,1,2,0,0,0,0
6,66.72,0,1,2,1,2,0,0,0,0
9,29.99,1,0,3,1,1,-1,0,2,2
7,180.65,0,1,1,1,1,1,0,2,2
5,147.17,0,1,1,1,1,1,0,2,2
1,82.29,0,1,1,0,1,1,0,2,2
3,452.24,0,1,3,0,1,0,0,0,0
3,157.58,1,0,1,0,1,0,0,0,0
2,584.01,1,0,1,1,3,1,0,2,2
12,104.8,1,0,2,1,2,1,0,2,2
10,165.36,1,0,1,0,1,0,0,0,0
3,175.3,0,1,1,0,2,-1,0,2,2
4,85.09,1,0,3,1,1,-1,0,2,2
2,29.99,0,1,1,1,1,1,0,2,2
1,176.98,1,0,3,1,2,-1,1,3,3
7,328.03,1,1,2,0,2,1,0,2,2
6,49.96,0,1,1,0,2,0,1,1,1
6,94.59,1,0,2,1,1,1,0,2,2
3,647.82,1,1,1,1,2,0,0,0,0
2,805.53,1,0,3,1,2,-1,0,2,2
11,124.95,0,1,3,1,2,-1,0,2,2
10,41.41,1,0,2,1,2,-1,0,2,2
3,452.63,0,1,1,0,3,0,0,0,0
11,64.71,0,1,2,0,1,0,0,0,0
9,93.43,0,1,3,1,2,-1,0,2,2
2,166.36,1,0,1,0,2,0,0,0,0
2,878.82,1,1,2,1,3,0,1,1,1
5,485.89,1,0,2,1,3,1,0,2,2
3,358.31,1,0,1,0,1,0,0,0,0
10,52.78,0,1,2,1,1,1,0,2,2
9,308.23,1,0,2,0,2,0,0,0,0
2,279.56,1,1,1,0,1,1,0,2,2
6,170.49,0,1,1,0,1,-1,0,2,2
6,254.41,1,0,3,1,1,-1,0,2,2
1,536.84,0,1,2,1,2,1,0,2,2
2,1145.48,0,1,2,1,3,0,0,0,0
2,502.75,1,0,3,1,3,-1,0,2,2
9,29.99,1,0,2,1,1,1,0,2,2
9,83.65,0,1,2,1,1,0,0,0,0
9,208.47,1,0,2,0,3,1,0,2,2
1,811.53,1,1,2,1,3,0,0,0,0
4,110.35,1,0,3,0,1,0,0,0,0
8,286.8,1,1,1,0,2,-1,1,3,3
7,168.58,1,0,1,1,1,-1,1,3,3
3,604.45,1,0,1,1,3,-1,0,2,2
1,29.99,1,0,1,0,1,-1,1,3,3
5,29.99,1,0,1,1,1,0,0,0,0
10,807.43,0,1,1,1,3,-1,0,2,2
4,390.43,1,1,2,0,2,-1,1,3,3
3,105.57,1,0,1,0,1,1,0,2,2
1,87.63,0,1,1,1,1,1,1,3,3
1,489.59,1,0,3,0,1,0,0,0,0
4,29.99,0,1,1,0,1,0,0,0,0
6,182.26,1,0,1,0,2,1,0,2,2
8,398.17,1,0,2,0,1,0,0,0,0
9,29.99,0,1,2,1,2,1,0,2,2
10,247.53,0,1,2,0,3,-1,0,2,2
9,29.99,1,0,3,0,1,1,0,2,2
7,435.81,1,0,1,0,2,1,0,2,2
11,62.91,0,1,1,0,2,-1,0,2,2
4,29.99,1,0,2,0,1,1,0,2,2
9,110.01,0,1,2,1,1,0,0,0,0
11,99.27,0,1,2,1,1,1,0,2,2
4,498.38,1,0,3,0,1,-1,0,2,2
4,269.2,1,0,1,0,2,-1,1,3,3
9,190.37,1,0,1,0,2,1,0,2,2
10,501.24,1,0,1,1,2,0,0,0,0
7,35.97,0,1,1,1,1,1,0,2,2
12,29.99,0,1,1,1,2,0,0,0,0
9,29.99,0,1,1,1,1,1,0,2,2
2,412.3,1,0,1,0,3,0,0,0,0
6,168.58,1,0,1,0,1,1,0,2,2
4,158.04,1,0,1,1,2,0,0,0,0
2,216.72,1,0,1,0,2,1,0,2,2
2,679.65,0,1,2,1,2,1,0,2,2
6,29.99,1,0,2,1,2,-1,0,2,2
2,881.26,1,0,2,1,3,-1,0,2,2
3,610.44,1,1,2,1,3,0,0,0,0
3,839.48,1,1,2,1,3,-1,0,2,2
3,450.36,0,1,1,1,2,0,0,0,0
2,281.36,1,0,1,0,1,1,1,3,3
10,129.44,0,1,2,1,1,-1,0,2,2
8,88.8,0,1,2,0,2,1,1,3,3
7,29.99,0,1,1,1,1,0,0,0,0
7,78.01,1,0,2,1,2,-1,0,2,2
6,43.64,1,0,3,0,1,-1,0,2,2
4,718.93,1,1,2,1,1,0,0,0,0
4,79.02,0,1,1,0,1,0,0,0,0
9,121.07,0,1,3,0,2,1,0,2,2
1,433.21,1,1,3,0,3,1,0,2,2
11,29.99,0,1,1,0,2,-1,0,2,2
10,115.17,0,1,1,1,1,0,0,0,0
6,50.06,1,0,1,0,2,0,0,0,0
2,448.54,0,1,2,1,1,-1,0,2,2
5,235.59,0,1,1,0,1,1,0,2,2
6,343.22,1,1,2,1,3,0,0,0,0
11,188.37,1,0,2,1,1,-1,0,2,2
11,30.92,0,1,1,1,2,-1,0,2,2
2,29.99,0,1,1,1,1,-1,0,2,2
4,29.99,0,1,1,1,2,1,0,2,2
11,29.99,0,1,2,0,1,0,0,0,0
1,269.78,1,0,2,0,2,0,0,0,0
1,96.76,1,0,1,1,2,-1,0,2,2
7,134.68,0,1,3,1,2,-1,0,2,2
4,474.77,1,1,1,0,2,0,0,0,0
7,254.26,0,1,3,0,1,1,0,2,2
1,628.15,1,0,1,1,1,-1,0,2,2
6,569.14,0,1,1,1,1,0,0,0,0
3,176.1,0,1,2,0,2,0,0,0,0
2,62.85,0,1,2,1,1,1,0,2,2
10,29.99,0,1,1,1,2,1,0,2,2
10,78.17,0,1,1,0,2,1,0,2,2
12,197.34,1,0,1,1,1,-1,0,2,2
6,29.99,0,1,1,0,2,1,1,3,3
4,67.68,0,1,2,0,2,1,0,2,2
2,29.99,1,0,1,1,1,-1,0,2,2
9,183.4,0,1,1,1,1,-1,0,2,2
1,560.62,1,0,2,1,2,0,1,1,1
11,211.8,1,1,1,0,2,0,0,0,0
7,39.31,0,1,1,0,1,1,0,2,2
2,622.95,1,1,1,1,3,-1,0,2,2
10,572.79,0,1,1,1,3,0,0,0,0
10,95.4,1,0,1,0,2,-1,0,2,2
3,410.94,0,1,2,0,2,1,0,2,2
12,81.94,0,1,1,0,2,0,0,0,0
2,199.95,1,0,1,1,2,0,0,0,0
9,62.55,0,1,1,1,2,0,0,0,0
11,48.28,0,1,1,0,2,1,1,3,3
6,108.39,0,1,2,1,1,0,0,0,0
6,227.78,0,1,2,0,2,1,0,2,2
9,213.17,0,1,2,1,1,-1,0,2,2
10,322.58,1,0,1,1,1,0,0,0,0
7,36.94,0,1,1,1,1,1,1,3,3
11,69.28,1,0,2,1,1,0,1,1,1
2,275.83,0,1,1,1,3,0,0,0,0
1,834.78,1,0,2,1,3,1,0,2,2
9,342.03,1,0,2,0,2,-1,0,2,2
3,214.88,1,0,1,0,1,-1,0,2,2
1,543.04,0,1,2,1,2,0,1,1,1
3,107.48,0,1,2,1,2,-1,0,2,2
4,365.71,0,1,2,0,1,-1,1,3,3
2,420.24,0,1,3,1,2,1,0,2,2
10,336.03,1,0,1,1,1,0,0,0,0
3,445.86,1,1,1,1,1,-1,1,3,3
4,361.01,1,0,2,0,2,1,0,2,2
4,107.06,1,0,3,0,2,0,1,1,1
12,31.05,1,0,1,0,1,-1,0,2,2
1,72.74,0,1,3,0,2,0,0,0,0
2,216.72,0,1,2,1,3,0,0,0,0
4,126.26,0,1,2,0,2,1,1,3,3
7,368.85,1,1,2,1,1,0,0,0,0
9,295.25,1,1,1,0,2,0,0,0,0
10,216.68,0,1,2,1,1,-1,0,2,2
10,34.87,0,1,2,0,2,0,0,0,0
5,129.21,1,0,1,1,1,0,0,0,0
7,917.01,0,1,1,1,2,0,0,0,0
11,739.73,0,1,3,1,3,0,0,0,0
1,77.3,0,1,2,0,1,1,0,2,2
1,1185.07,1,0,2,1,1,-1,0,2,2
8,29.99,1,0,1,1,2,-1,0,2,2
9,96.7,1,0,2,1,1,0,0,0,0
4,774.59,0,1,3,1,3,-1,1,3,3
2,1192.49,1,0,1,1,1,-1,0,2,2
10,29.99,0,1,1,1,2,-1,0,2,2
8,105.3,1,0,1,0,1,0,0,0,0
5,154.38,1,0,1,0,2,-1,0,2,2
3,794.18,1,1,2,1,2,1,0,2,2
10,92.87,0,1,2,1,2,0,0,0,0
10,114.3,1,0,1,0,2,-1,0,2,2
3,115.45,1,0,3,1,2,0,0,0,0
3,112.48,0,1,3,1,2,1,0,2,2
5,93.03,1,0,1,0,1,0,0,0,0
12,29.99,0,1,1,1,1,0,0,0,0
2,264.71,0,1,1,0,1,0,0,0,0
1,147.21,1,0,3,1,2,0,0,0,0
3,298.37,0,1,3,1,2,0,0,0,0
2,143.45,1,0,2,1,2,-1,0,2,2
10,65.67,0,1,1,0,1,-1,0,2,2
2,449.51,0,1,2,0,1,0,1,1,1
3,80.92,1,0,1,0,2,1,1,3,3
1,816.88,1,1,3,1,1,1,0,2,2
4,78.12,1,0,1,1,1,0,0,0,0
9,29.99,1,0,1,1,2,-1,0,2,2
1,191.28,0,1,1,1,1,-1,0,2,2
10,304.55,0,1,1,0,1,1,0,2,2
6,568.88,1,1,3,1,2,-1,0,2,2
10,29.99,0,1,2,1,1,0,0,0,0
8,164.75,1,0,2,1,2,0,0,0,0
9,180.87,0,1,1,0,1,0,0,0,0
6,29.99,1,0,1,0,2,1,0,2,2
10,99.8,1,0,2,0,2,-1,0,2,2
5,122.59,0,1,1,1,1,0,0,0,0
5,76.77,0,1,2,1,2,1,0,2,2
9,72.13,0,1,2,1,1,-1,0,2,2
3,119.16,0,1,1,0,1,1,0,2,2
3,142.63,1,0,2,1,1,1,0,2,2
11,29.99,1,0,1,0,2,-1,0,2,2
11,29.99,1,0,1,1,1,0,0,0,0
1,267.27,1,0,2,1,1,-1,0,2,2
3,392.96,1,1,1,0,3,0,0,0,0
10,396.79,0,1,1,0,2,1,0,2,2
9,388.62,1,1,2,1,1,1,1,3,3
6,29.99,0,1,2,1,1,0,0,0,0
5,88.31,1,0,1,1,2,0,0,0,0
4,358.26,0,1,1,1,3,1,0,2,2
9,40.03,1,0,1,0,1,1,0,2,2
8,29.99,0,1,2,0,2,0,0,0,0
2,545.23,1,0,1,1,1,0,0,0,0
3,308.86,1,1,3,0,2,-1,0,2,2
5,149.16,1,0,2,1,1,-1,0,2,2
7,103.99,0,1,2,1,1,-1,0,2,2
9,29.99,1,0,3,0,1,0,0,0,0
11,255.16,0,1,2,1,3,-1,0,2,2
12,103.59,0,1,3,1,1,-1,0,2,2
10,147.04,0,1,1,1,2,-1,0,2,2
4,134.04,0,1,3,0,2,1,0,2,2
2,108.59,0,1,2,1,2,-1,0,2,2
12,70.96,0,1,1,0,2,0,0,0,0
9,34.17,1,0,1,1,2,1,0,2,2
9,170.92,1,0,1,0,2,-1,0,2,2
5,463.43,0,1,1,0,2,0,1,1,1
10,29.99,1,0,2,1,2,-1,0,2,2
2,584.78,0,1,2,1,2,-1,1,3,3
6,115.24,1,0,1,0,1,0,0,0,0
10,29.99,1,0,1,1,1,1,0,2,2
11,36.56,1,0,2,0,2,0,0,0,0
10,71.83,1,0,1,0,1,1,0,2,2
10,160.89,1,0,3,1,2,0,0,0,0
7,44.41,1,0,1,1,1,0,0,0,0
2,51.35,1,0,3,1,2,-1,0,2,2
12,101.67,1,0,1,1,1,0,1,1,1
5,185.98,0,1,1,1,2,-1,0,2,2
4,31.67,1,0,2,0,1,-1,0,2,2
1,1126.46,1,0,1,1,1,0,0,0,0
3,126.56,1,0,1,0,2,-1,0,2,2
9,167.36,1,0,1,0,1,0,0,0,0
9,29.99,1,0,2,0,1,1,0,2,2
3,449.69,1,0,3,0,3,1,0,2,2
12,508.3,0,1,3,1,3,1,0,2,2
12,47.47,1,0,2,0,1,1,0,2,2
9,464.43,1,0,1,0,3,1,0,2,2
1,312.29,0,1,1,0,3,1,0,2,2
3,286.83,1,1,2,0,2,0,0,0,0
9,94.43,1,0,1,0,1,0,1,1,1
6,29.99,1,0,1,1,2,-1,0,2,2
6,129.98,0,1,2,0,1,1,0,2,2
9,41.85,0,1,1,0,1,-1,0,2,2
3,789.82,0,1,3,1,3,-1,1,3,3
8,55.74,0,1,3,1,2,-1,0,2,2
1,205.86,1,0,1,0,1,1,0,2,2
3,93.84,1,0,1,0,2,1,0,2,2
8,91.32,1,0,1,1,1,0,1,1,1
8,446.43,1,1,1,0,3,1,1,3,3
7,212.79,1,0,2,0,3,1,0,2,2
10,31.55,0,1,1,1,2,0,0,0,0
3,45.99,1,0,2,0,1,-1,1,3,3
5,1117.37,0,1,1,1,1,1,0,2,2
3,110.06,0,1,1,0,1,1,0,2,2
9,37.75,0,1,1,1,2,1,0,2,2
3,126.85,0,1,2,1,1,-1,0,2,2
8,148.47,0,1,1,0,1,0,0,0,0
8,90.87,1,0,1,1,2,0,0,0,0
8,215.68,0,1,3,1,1,-1,0,2,2
2,753.43,1,1,1,1,1,1,0,2,2
2,203.5,1,1,2,1,1,-1,1,3,3
12,29.99,0,1,1,1,1,1,1,3,3
9,285.27,0,1,1,0,1,1,0,2,2
7,76.27,1,0,3,0,1,1,1,3,3
2,71.71,0,1,1,0,2,0,0,0,0
9,316.55,0,1,1,0,2,-1,0,2,2
6,306.4,0,1,1,1,2,0,0,0,0
1,463.14,1,0,2,0,3,0,0,0,0
1,312.86,1,0,2,0,2,-1,0,2,2
5,350.25,1,0,2,1,1,0,0,0,0
3,68.56,0,1,1,0,2,-1,0,2,2
10,45.54,0,1,1,1,2,0,0,0,0
4,96.35,0,1,2,1,1,-1,0,2,2
7,29.99,0,1,3,0,1,0,0,0,0
6,29.99,1,0,3,0,2,0,0,0,0
3,190.62,0,1,1,0,2,-1,0,2,2
5,234.42,0,1,2,0,1,-1,0,2,2
10,127.97,0,1,1,1,2,1,1,3,3
4,523.34,1,0,2,1,3,1,0,2,2
8,191.32,0,1,1,1,2,0,0,0,0
10,109.73,1,0,2,0,2,0,0,0,0
7,499.64,1,1,3,0,2,-1,0,2,2
3,290.82,0,1,2,1,2,1,0,2,2
4,313.47,0,1,2,1,2,-1,0,2,2
5,70.26,1,0,2,0,1,-1,0,2,2
1,185.07,1,0,1,0,2,1,1,3,3
7,134.99,1,0,2,1,2,0,0,0,0
5,68.23,1,0,2,0,1,-1,1,3,3
4,279.88,0,1,2,0,3,0,0,0,0
9,488.98,1,1,3,0,1,1,0,2,2
10,169.89,1,0,2,0,2,-1,0,2,2
3,163.1,0,1,2,0,2,-1,0,2,2
9,157.76,0,1,3,0,1,0,0,0,0
1,747.31,0,1,3,1,1,1,0,2,2
2,420.4,1,1,3,0,2,1,0,2,2
5,206.35,0,1,2,0,1,-1,0,2,2
10,34.85,1,0,3,1,1,0,0,0,0
1,1250.08,1,0,2,1,3,1,0,2,2
9,358.06,1,0,1,1,1,1,0,2,2
10,192.12,1,0,1,1,1,-1,0,2,2
12,226.12,0,1,3,0,2,1,0,2,2
9,409.25,1,1,2,0,3,-1,0,2,2
8,224.85,0,1,2,0,2,-1,0,2,2
12,268.76,0,1,1,0,2,0,0,0,0
3,363.86,0,1,1,0,1,-1,0,2,2
1,111.88,0,1,2,0,1,1,0,2,2
6,623.15,0,1,2,1,1,0,1,1,1
9,29.99,1,0,1,1,1,-1,0,2,2
6,579.08,1,0,3,1,2,0,0,0,0
12,163.65,1,0,1,1,2,1,0,2,2
12,39.33,0,1,2,0,2,0,0,0,0
2,408.8,0,1,2,0,3,-1,0,2,2
9,45.39,0,1,3,0,1,0,0,0,0
5,29.99,0,1,2,1,2,1,1,3,3
7,264.97,1,1,1,1,3,0,0,0,0
5,106.82,0,1,2,1,1,1,0,2,2
3,73.77,1,0,3,1,2,0,0,0,0
10,225.14,0,1,1,1,2,0,0,0,0
8,339.85,0,1,3,0,2,-1,0,2,2
2,262.32,1,0,2,0,1,1,0,2,2
6,29.99,1,0,1,0,1,0,0,0,0
2,84.45,1,0,2,0,1,1,1,3,3
5,29.99,1,0,1,1,2,-1,0,2,2
9,161.7,0,1,1,1,2,0,0,0,0
12,402.43,1,0,1,1,2,1,0,2,2
7,132.35,1,0,2,0,1,0,0,0,0
7,585.2,1,1,1,1,3,1,1,3,3
9,313.92,1,0,1,1,3,1,0,2,2
4,824.09,1,0,1,1,1,-1,1,3,3
5,823.11,1,1,1,1,3,-1,0,2,2
8,29.99,0,1,1,1,2,0,0,0,0
2,193.52,0,1,2,0,1,-1,0,2,2
2,187.96,1,0,2,0,1,-1,0,2,2
6,128.46,1,0,2,1,2,1,1,3,3
1,238.52,1,1,1,0,3,0,1,1,1
