Unnamed: 0,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,treat,treat
38619,12,94.52,1,0,1,1,1,0,0,0,0,0
59377,3,29.99,1,0,1,0,1,0,0,0,0,0
35960,8,29.99,0,1,1,1,1,0,0,0,0,0
24078,11,152.98,0,1,1,0,1,0,1,1,0,0
23278,10,182.67,0,1,2,1,1,0,0,0,0,0
20926,4,63.11,0,1,1,1,1,0,0,0,0,0
16224,1,389.2,0,1,2,0,2,0,0,0,0,0
39337,2,1341.79,1,0,2,1,1,0,0,0,0,0
33808,5,107.35,1,0,2,1,1,0,0,0,0,0
60315,1,44.69,1,0,1,1,2,0,0,0,0,0
52650,9,96.06,0,1,1,0,1,0,0,0,0,0
13210,5,29.99,0,1,2,1,1,0,0,0,0,0
60709,2,160.71,0,1,1,1,1,0,0,0,0,0
15994,5,29.99,0,1,2,1,1,0,0,0,0,0
32420,9,29.99,0,1,1,0,2,0,0,0,0,0
29468,3,588.57,1,0,2,1,1,0,0,0,0,0
44057,1,445.54,0,1,2,0,3,0,0,0,0,0
49122,1,128.21,1,0,2,0,1,0,1,1,0,0
53882,5,659.42,1,0,2,1,2,0,0,0,0,0
40518,6,92.06,0,1,1,1,1,0,0,0,0,0
35267,3,430.05,1,0,3,1,3,0,0,0,0,0
10950,5,32.99,0,1,1,1,1,0,0,0,0,0
42241,1,1975.55,1,0,2,1,2,0,0,0,0,0
63065,4,141.9,1,0,1,1,2,0,0,0,0,0
43943,6,48.88,1,0,2,1,2,0,0,0,0,0
22220,10,29.99,0,1,3,1,1,0,0,0,0,0
27713,3,39.3,1,0,2,1,1,0,0,0,0,0
33639,12,77.93,0,1,1,0,1,0,0,0,0,0
42987,10,658.52,1,1,1,1,2,0,0,0,0,0
25747,4,312.38,0,1,2,1,2,0,0,0,0,0
3287,1,83.72,1,0,2,0,2,0,0,0,0,0
4557,10,229.72,0,1,3,1,1,0,0,0,0,0
30922,9,107.21,1,0,1,1,1,0,0,0,0,0
76,4,194.11,1,0,2,0,2,0,0,0,0,0
1885,2,464.33,0,1,2,0,1,0,1,1,0,0
52972,2,903.82,1,1,2,1,1,0,0,0,0,0
56325,11,104.73,1,0,1,1,2,0,0,0,0,0
45759,12,213.65,1,0,3,0,2,0,1,1,0,0
20044,11,246.03,0,1,2,0,1,0,0,0,0,0
38783,1,600.07,0,1,1,1,1,0,0,0,0,0
56498,4,722.17,1,1,2,1,3,0,0,0,0,0
58698,5,37.78,0,1,2,1,1,0,0,0,0,0
7931,3,51.11,0,1,1,1,2,0,0,0,0,0
13295,5,332.58,0,1,2,0,1,0,0,0,0,0
54294,9,174.77,1,0,2,1,1,0,0,0,0,0
7737,8,29.99,1,0,3,1,1,0,0,0,0,0
24606,7,29.99,0,1,1,1,1,0,0,0,0,0
52187,3,587.38,0,1,1,1,3,0,0,0,0,0
62888,4,191.04,0,1,2,0,1,0,0,0,0,0
23137,5,554.28,1,0,3,1,2,0,0,0,0,0
2658,9,194.12,0,1,1,1,1,0,0,0,0,0
14623,5,746.93,1,1,2,1,3,0,1,1,0,0
13283,10,391.27,1,0,3,0,1,0,0,0,0,0
25354,2,73.07,0,1,1,1,1,0,0,0,0,0
48360,8,505.99,0,1,2,1,1,0,0,0,0,0
49369,9,29.99,1,0,2,1,2,0,0,0,0,0
53684,5,578.65,0,1,1,1,1,0,0,0,0,0
25384,1,29.99,1,0,1,1,1,0,0,0,0,0
52487,7,92.84,0,1,1,0,1,0,0,0,0,0
54264,8,334.97,1,0,1,0,3,0,0,0,0,0
29573,3,221.98,1,0,2,0,2,0,0,0,0,0
29253,9,123.39,0,1,1,1,1,0,0,0,0,0
8503,6,948.79,1,1,1,1,1,0,0,0,0,0
56633,6,42.14,1,0,1,0,2,0,0,0,0,0
52542,10,62.18,0,1,2,0,1,0,0,0,0,0
49038,5,29.99,1,0,1,1,2,0,0,0,0,0
21845,10,220.11,0,1,1,1,2,0,0,0,0,0
49869,7,97.35,0,1,2,1,2,0,0,0,0,0
7570,10,150.03,1,0,2,0,2,0,0,0,0,0
53448,9,29.99,0,1,1,0,2,0,0,0,0,0
19936,2,154.43,1,0,3,1,2,0,0,0,0,0
40752,7,140.07,1,0,3,1,1,0,0,0,0,0
1421,2,29.99,1,0,1,1,1,0,0,0,0,0
47125,3,339.53,1,0,3,0,1,0,0,0,0,0
54598,3,30.49,1,0,2,1,1,0,1,1,0,0
39311,1,92.88,1,0,2,0,1,0,0,0,0,0
62754,5,29.99,0,1,3,0,2,0,1,1,0,0
5296,8,230.64,1,1,2,1,1,0,0,0,0,0
24664,5,29.99,0,1,2,0,1,0,0,0,0,0
35748,2,248.51,1,0,1,0,1,0,0,0,0,0
61721,10,30.86,1,0,2,1,2,0,0,0,0,0
51171,1,291.15,1,0,1,0,1,0,0,0,0,0
47823,10,158.6,0,1,2,0,2,0,0,0,0,0
23887,9,378.46,1,1,1,0,2,0,1,1,0,0
54966,9,57.88,1,0,1,1,2,0,0,0,0,0
13963,9,40.44,1,0,2,0,1,0,0,0,0,0
31146,4,29.99,1,0,2,0,1,0,0,0,0,0
62854,3,523.23,0,1,2,1,2,0,0,0,0,0
46185,12,191.75,0,1,1,1,2,0,0,0,0,0
45666,10,158.96,0,1,1,0,2,0,0,0,0,0
20338,10,29.99,0,1,2,1,2,0,0,0,0,0
46534,10,412.09,1,1,2,0,2,0,0,0,0,0
63545,7,268.86,0,1,1,0,2,0,1,1,0,0
13240,10,84.44,0,1,1,1,2,0,0,0,0,0
59048,11,49.53,1,0,1,0,2,0,1,1,0,0
23179,11,204.66,1,1,2,1,3,0,0,0,0,0
27769,3,63.31,0,1,1,0,1,0,0,0,0,0
56484,5,91.45,0,1,1,1,2,0,0,0,0,0
53732,5,29.99,1,0,2,1,1,0,0,0,0,0
19283,2,569.44,1,0,3,1,1,0,0,0,0,0
24707,5,611.4,1,0,1,1,1,0,0,0,0,0
15654,1,449.15,0,1,2,1,2,0,0,0,0,0
8770,10,73.33,1,0,2,1,2,0,0,0,0,0
35964,10,97.15,0,1,2,0,1,0,0,0,0,0
51991,2,294.84,0,1,1,0,2,0,0,0,0,0
39130,2,50.71,0,1,2,0,1,0,0,0,0,0
24281,10,711.89,1,0,3,1,1,0,0,0,0,0
35212,4,259.07,1,0,1,1,1,0,0,0,0,0
46999,8,48.81,0,1,2,1,1,0,0,0,0,0
30131,2,315.61,1,0,1,0,2,0,0,0,0,0
21321,6,200.5,1,0,2,0,3,0,0,0,0,0
29133,10,29.99,1,0,1,1,1,0,0,0,0,0
47496,3,218.32,0,1,2,0,2,0,0,0,0,0
28454,1,133.17,0,1,3,1,2,0,0,0,0,0
17945,10,29.99,0,1,3,1,1,0,0,0,0,0
20176,1,36.06,1,0,1,1,1,0,0,0,0,0
58512,3,234.92,1,0,2,0,1,0,0,0,0,0
51771,2,361.9,1,0,2,1,1,0,0,0,0,0
2611,10,378.94,0,1,1,0,2,0,0,0,0,0
20352,11,29.99,1,0,1,0,1,0,0,0,0,0
53653,8,364.21,1,0,2,0,2,0,1,1,0,0
10354,5,97.92,0,1,1,1,2,0,0,0,0,0
45502,1,77.17,1,0,1,0,1,0,0,0,0,0
48694,8,64.76,0,1,1,1,1,0,0,0,0,0
17685,9,29.99,0,1,2,1,2,0,0,0,0,0
33669,2,29.99,1,0,1,0,1,0,1,1,0,0
35775,2,490.84,1,0,2,0,1,0,0,0,0,0
40942,3,29.99,1,0,2,1,1,0,0,0,0,0
2428,6,136.72,1,0,1,1,1,0,1,1,0,0
18040,3,719.4,1,0,2,1,3,0,0,0,0,0
843,5,153.22,0,1,2,0,2,0,0,0,0,0
15136,6,33.34,1,0,1,0,1,0,0,0,0,0
29236,1,30.19,0,1,1,0,1,0,0,0,0,0
7298,1,279.05,1,1,3,0,2,0,1,1,0,0
30652,4,832.06,0,1,3,1,1,0,0,0,0,0
22889,10,32.83,1,0,1,0,1,0,0,0,0,0
63581,1,68.77,1,0,1,0,2,0,0,0,0,0
63713,2,64.39,1,0,1,1,1,0,0,0,0,0
31740,9,553.6,0,1,3,1,3,0,1,1,0,0
28797,4,29.99,0,1,1,1,2,0,0,0,0,0
53756,2,509.89,0,1,1,1,2,0,0,0,0,0
41091,2,42.23,0,1,3,0,1,0,0,0,0,0
12786,4,279.88,0,1,2,0,3,0,0,0,0,0
4525,10,358.92,1,0,1,1,2,0,0,0,0,0
1277,4,364.11,1,0,3,1,1,0,1,1,0,0
63926,4,47.7,0,1,2,1,1,0,0,0,0,0
3127,5,29.99,1,0,2,0,1,0,0,0,0,0
3991,5,29.99,1,0,1,0,2,0,0,0,0,0
34297,9,625.51,1,0,1,1,3,0,0,0,0,0
36866,10,29.99,0,1,2,1,2,0,0,0,0,0
3899,3,354.72,1,0,1,0,3,0,0,0,0,0
59848,5,288.35,1,0,1,1,3,0,0,0,0,0
23253,1,372.74,0,1,1,0,2,0,1,1,0,0
5728,3,791.04,1,1,2,1,3,0,1,1,0,0
817,10,82.14,0,1,3,0,1,0,1,1,0,0
33413,2,490.66,0,1,1,0,1,0,1,1,0,0
30827,4,335.53,0,1,2,0,1,0,0,0,0,0
30146,3,161.3,1,0,1,0,1,0,0,0,0,0
62266,1,602.33,1,1,1,1,2,0,1,1,0,0
41746,2,45.24,0,1,1,1,1,0,0,0,0,0
17751,2,228.93,1,1,1,0,1,0,0,0,0,0
30791,3,29.99,1,0,2,0,2,0,0,0,0,0
27366,3,827.18,0,1,1,1,2,0,0,0,0,0
33494,11,412.52,1,0,1,0,3,0,1,1,0,0
40542,10,29.99,0,1,2,0,1,0,0,0,0,0
19416,3,160.89,0,1,1,1,1,0,0,0,0,0
25084,2,380.3,0,1,2,0,2,0,0,0,0,0
25064,6,450.99,1,0,2,0,2,0,0,0,0,0
38871,4,154.85,0,1,1,0,2,0,0,0,0,0
30640,11,29.99,1,0,2,0,2,0,0,0,0,0
60196,6,154.85,1,0,2,1,1,0,0,0,0,0
9618,9,540.62,0,1,3,1,3,0,0,0,0,0
41252,10,63.96,1,0,2,1,2,0,0,0,0,0
39877,7,313.37,0,1,1,0,2,0,0,0,0,0
47689,3,70.57,0,1,1,1,1,0,0,0,0,0
963,2,185.06,0,1,3,0,1,0,1,1,0,0
51832,6,68.17,0,1,1,1,1,0,0,0,0,0
41409,1,48.65,0,1,2,0,1,0,0,0,0,0
57200,10,228.39,1,0,2,0,1,0,0,0,0,0
20147,9,32.39,1,0,2,0,2,0,0,0,0,0
38336,4,195.87,1,0,1,0,2,0,0,0,0,0
52626,5,84.37,0,1,1,0,1,0,0,0,0,0
50462,7,288.04,1,0,1,0,1,0,0,0,0,0
56547,2,1330.49,1,1,2,1,3,0,0,0,0,0
5251,1,122.84,0,1,1,1,1,0,0,0,0,0
40333,9,126.45,0,1,1,1,1,0,0,0,0,0
9398,6,69.81,1,0,2,1,1,0,0,0,0,0
17058,2,496.47,0,1,2,0,1,0,1,1,0,0
29457,2,29.99,0,1,3,0,1,0,0,0,0,0
40982,1,952.01,0,1,2,1,1,0,0,0,0,0
21068,4,59.04,1,0,1,0,1,0,1,1,0,0
52538,3,49.85,1,0,1,0,2,0,0,0,0,0
57333,2,154.96,0,1,1,0,2,0,0,0,0,0
21364,2,282.47,1,1,1,1,3,0,1,1,0,0
28917,1,29.99,0,1,2,1,2,0,0,0,0,0
46420,2,1183.25,0,1,1,1,2,0,0,0,0,0
51595,2,136.12,1,0,3,1,2,0,0,0,0,0
62711,11,92.93,1,0,1,1,2,0,0,0,0,0
6227,8,169.18,1,0,2,0,1,0,0,0,0,0
50067,10,217.7,1,1,2,0,2,0,0,0,0,0
9786,9,150.27,0,1,1,0,1,0,0,0,0,0
61799,2,937.62,0,1,1,1,2,0,0,0,0,0
16674,6,386.15,0,1,1,0,3,0,0,0,0,0
2549,11,34.67,1,0,2,0,2,0,0,0,0,0
62149,7,231.77,1,0,2,0,3,0,0,0,0,0
30080,1,38.07,0,1,2,0,2,0,0,0,0,0
36427,1,815.13,1,1,2,1,3,0,0,0,0,0
45645,4,29.99,1,0,2,0,2,0,1,1,0,0
57731,9,90.83,1,0,2,1,1,0,0,0,0,0
52743,10,45.33,0,1,1,1,1,0,0,0,0,0
20617,10,194.78,0,1,1,0,1,0,0,0,0,0
11346,8,54.95,1,0,1,0,1,0,0,0,0,0
25313,1,138.26,0,1,1,0,1,0,0,0,0,0
27818,2,195.57,1,0,3,0,1,0,0,0,0,0
30419,12,29.99,0,1,2,0,1,0,0,0,0,0
46107,2,253.77,1,0,1,0,3,0,0,0,0,0
318,3,229.42,0,1,3,0,3,0,0,0,0,0
624,8,29.99,0,1,1,0,2,0,1,1,0,0
51642,1,186.21,1,0,2,0,1,0,0,0,0,0
29184,10,296.97,1,1,1,0,1,0,0,0,0,0
44539,2,29.99,1,0,2,1,2,0,0,0,0,0
20742,8,464.17,1,1,1,0,3,0,0,0,0,0
29934,7,479.42,1,0,2,0,3,0,0,0,0,0
34190,3,91.74,0,1,1,0,1,0,0,0,0,0
46201,4,29.99,0,1,2,1,1,0,0,0,0,0
26959,7,68.33,1,0,1,0,1,0,0,0,0,0
58453,1,111.53,0,1,1,0,1,0,0,0,0,0
33507,1,182.27,0,1,3,0,1,0,0,0,0,0
6111,10,32.28,1,0,2,0,2,0,0,0,0,0
17064,7,412.68,0,1,1,0,2,0,0,0,0,0
24362,7,350.7,0,1,1,0,1,0,0,0,0,0
48963,6,247.23,1,0,1,1,1,0,0,0,0,0
4475,9,103.14,0,1,1,1,2,0,0,0,0,0
18628,3,134.67,0,1,1,1,2,0,0,0,0,0
12137,11,133.32,1,0,3,0,1,0,0,0,0,0
53518,11,29.99,1,0,2,0,1,0,0,0,0,0
54944,1,288.73,1,1,2,0,2,0,0,0,0,0
57403,8,32.47,1,0,2,1,2,0,0,0,0,0
10751,4,110.16,0,1,1,1,2,0,0,0,0,0
31787,6,76.25,1,0,3,1,1,0,0,0,0,0
45981,10,86.74,1,0,2,0,2,0,0,0,0,0
9427,2,95.6,1,0,2,1,1,0,1,1,0,0
40709,5,409.09,0,1,2,0,3,0,0,0,0,0
38764,3,216.04,0,1,3,0,1,0,0,0,0,0
11318,1,758.07,0,1,1,1,3,0,0,0,0,0
16687,1,29.99,0,1,1,0,2,0,1,1,0,0
46855,3,113.35,0,1,1,1,1,0,0,0,0,0
11701,3,618.76,1,1,1,1,2,0,1,1,0,0
29273,11,151.21,1,0,3,1,2,0,0,0,0,0
29863,3,29.99,0,1,2,0,1,0,0,0,0,0
50638,9,38.38,1,0,1,0,2,0,0,0,0,0
4051,5,131.65,0,1,1,1,2,0,0,0,0,0
17189,5,580.8,0,1,2,1,1,0,0,0,0,0
6824,1,515.67,1,1,2,1,3,0,0,0,0,0
55113,2,592.89,1,0,1,1,3,0,0,0,0,0
61702,4,140.87,0,1,3,0,2,0,0,0,0,0
14214,10,159.85,1,0,2,0,1,0,0,0,0,0
18758,8,49.4,1,0,3,1,2,0,0,0,0,0
20203,5,395.96,0,1,3,1,1,0,0,0,0,0
34952,2,82.38,1,0,3,1,1,0,1,1,0,0
17561,8,29.99,1,0,2,0,1,0,0,0,0,0
36859,10,297.22,1,1,1,0,1,0,0,0,0,0
26997,10,36.41,0,1,1,0,2,0,0,0,0,0
16305,2,796.67,1,0,1,1,3,0,0,0,0,0
19615,7,305.82,1,1,2,1,2,0,0,0,0,0
53321,12,374.34,0,1,2,1,2,0,0,0,0,0
32310,4,204.27,1,1,2,0,2,0,0,0,0,0
28135,8,445.75,1,1,2,0,3,0,1,1,0,0
50204,1,167.54,0,1,2,1,1,0,0,0,0,0
41335,4,92.13,0,1,1,1,2,0,0,0,0,0
7409,8,29.99,0,1,2,1,2,0,0,0,0,0
841,7,29.99,0,1,2,0,1,0,0,0,0,0
12427,8,153.58,1,0,1,0,2,0,0,0,0,0
27013,11,308.63,0,1,1,0,3,0,0,0,0,0
44969,7,141.51,1,0,2,0,2,0,0,0,0,0
34451,11,163.18,1,0,1,1,2,0,0,0,0,0
32509,4,112.26,0,1,3,1,1,0,0,0,0,0
29327,12,286.35,1,1,2,1,2,0,0,0,0,0
38412,3,36.93,0,1,1,1,2,0,0,0,0,0
5931,4,227.78,1,1,3,1,2,0,0,0,0,0
2338,6,94.53,0,1,1,0,1,0,0,0,0,0
35268,2,698.55,1,1,2,1,3,0,0,0,0,0
62738,10,54.22,1,0,2,1,2,0,0,0,0,0
32555,4,107.06,1,0,3,0,2,0,1,1,0,0
35848,10,130.23,0,1,2,1,1,0,0,0,0,0
63396,3,268.99,1,0,3,0,1,0,0,0,0,0
48721,2,36.58,1,0,2,0,1,0,0,0,0,0
5624,8,261.55,0,1,1,1,1,0,0,0,0,0
3399,2,302.58,1,0,1,1,2,0,0,0,0,0
48014,9,76.55,1,0,2,1,1,0,0,0,0,0
6890,1,29.99,0,1,2,0,1,0,0,0,0,0
42025,3,29.99,0,1,2,0,2,0,0,0,0,0
53933,2,29.99,0,1,2,0,2,0,0,0,0,0
28123,10,750.52,1,0,1,1,3,0,0,0,0,0
17290,7,121.57,1,0,2,1,2,0,0,0,0,0
16196,7,58.53,0,1,2,1,2,0,0,0,0,0
20840,2,240.22,1,1,2,1,2,0,0,0,0,0
25428,9,140.91,1,0,1,1,2,0,0,0,0,0
27047,3,29.99,0,1,1,1,1,0,0,0,0,0
44985,9,68.92,0,1,2,1,1,0,0,0,0,0
59866,8,88.09,0,1,1,0,2,0,0,0,0,0
11916,3,109.56,0,1,1,0,2,0,0,0,0,0
53426,4,375.24,0,1,1,0,1,0,0,0,0,0
49836,10,311.58,0,1,3,0,2,0,0,0,0,0
22350,7,172.45,1,0,1,1,2,0,0,0,0,0
52025,8,165.73,1,0,2,1,1,0,0,0,0,0
1481,2,76.6,0,1,2,0,2,0,1,1,0,0
23860,6,211.16,1,0,1,0,1,0,0,0,0,0
36673,8,33.74,0,1,1,1,2,0,0,0,0,0
53471,9,208.85,1,0,2,0,3,0,0,0,0,0
41615,5,440.15,0,1,2,0,2,0,0,0,0,0
31700,10,29.99,1,0,3,0,1,0,0,0,0,0
47450,10,102.88,1,0,1,0,1,0,0,0,0,0
19992,1,303.19,0,1,1,1,1,0,0,0,0,0
59022,6,92.11,1,0,3,0,1,0,0,0,0,0
62793,9,104.64,0,1,2,1,1,0,0,0,0,0
51778,1,209.54,1,1,3,0,1,0,0,0,0,0
42615,1,70.55,0,1,1,1,1,0,0,0,0,0
33672,3,231.9,1,0,1,0,2,0,0,0,0,0
41494,4,29.99,1,0,1,0,1,0,0,0,0,0
26686,4,1054.97,1,0,2,1,1,0,0,0,0,0
5579,6,68.03,0,1,2,1,2,0,0,0,0,0
12576,9,278.56,1,0,1,1,2,0,0,0,0,0
33091,4,890.07,1,0,2,1,1,0,0,0,0,0
37669,9,68.18,1,0,2,0,2,0,0,0,0,0
31977,7,98.78,0,1,1,0,2,0,0,0,0,0
59874,3,179.77,1,0,1,1,1,0,1,1,0,0
31920,9,29.99,1,0,1,1,1,0,0,0,0,0
36436,3,130.6,0,1,1,1,2,0,0,0,0,0
37613,3,362.49,0,1,1,0,3,0,0,0,0,0
45036,6,108.62,0,1,3,1,1,0,0,0,0,0
35168,5,29.99,1,0,1,1,1,0,0,0,0,0
49090,1,705.52,1,1,2,1,2,0,1,1,0,0
16688,6,670.6,1,0,1,1,2,0,0,0,0,0
58264,10,39.35,1,0,3,1,2,0,1,1,0,0
48723,12,394.08,1,0,2,0,1,0,0,0,0,0
57247,3,61.74,1,0,1,1,1,0,0,0,0,0
17470,10,304.04,0,1,1,1,1,0,0,0,0,0
63509,3,230.04,1,1,2,0,1,0,0,0,0,0
57870,4,81.72,0,1,1,1,1,0,0,0,0,0
48311,4,118.68,0,1,1,1,2,0,1,1,0,0
5120,11,29.99,0,1,2,0,1,0,0,0,0,0
45592,10,55.78,0,1,1,0,2,0,0,0,0,0
1233,9,29.99,1,0,2,0,2,0,0,0,0,0
19536,3,351.59,0,1,1,1,3,0,0,0,0,0
2516,2,260.96,0,1,2,1,2,0,0,0,0,0
43157,9,29.99,1,0,1,0,1,0,0,0,0,0
33456,5,242.39,0,1,2,0,2,0,0,0,0,0
18589,2,301.94,0,1,2,0,1,0,0,0,0,0
12734,11,48.91,0,1,2,0,1,0,1,1,0,0
56134,9,51.8,0,1,1,1,2,0,0,0,0,0
395,5,119.47,1,0,1,0,2,0,0,0,0,0
8825,3,90.73,1,0,1,0,2,0,0,0,0,0
17351,9,305.7,0,1,1,0,2,0,0,0,0,0
1501,7,29.99,0,1,2,1,2,0,0,0,0,0
50940,2,96.09,1,0,2,1,1,0,0,0,0,0
12757,4,105.78,1,0,1,1,1,0,0,0,0,0
50702,6,70.9,0,1,2,0,2,0,0,0,0,0
60764,7,343.79,1,0,2,0,3,0,0,0,0,0
58148,1,29.99,1,0,2,0,1,0,0,0,0,0
58843,9,197.62,1,0,1,0,1,0,0,0,0,0
46594,1,356.66,0,1,1,1,3,0,0,0,0,0
20573,10,33.81,0,1,1,0,1,0,0,0,0,0
26948,10,293.55,0,1,1,0,2,0,0,0,0,0
21601,5,380.0,0,1,2,0,2,0,0,0,0,0
50267,2,205.99,1,0,3,0,2,0,0,0,0,0
13596,5,246.62,1,1,3,1,2,0,0,0,0,0
60135,3,203.72,0,1,1,1,2,0,0,0,0,0
42524,11,286.73,1,1,1,0,1,0,0,0,0,0
42013,2,29.99,0,1,1,1,2,0,0,0,0,0
5600,10,41.52,1,0,3,0,2,0,0,0,0,0
30778,1,254.02,1,1,2,0,1,0,0,0,0,0
1362,8,176.46,1,0,2,0,2,0,0,0,0,0
28647,3,86.15,1,0,3,0,2,0,1,1,0,0
63939,10,362.78,1,1,1,0,2,0,0,0,0,0
48848,5,290.08,1,1,2,0,1,0,0,0,0,0
1555,4,967.65,0,1,2,1,3,0,0,0,0,0
46003,3,282.11,1,0,1,0,1,0,0,0,0,0
58678,10,94.71,0,1,2,0,2,0,0,0,0,0
9754,8,110.56,0,1,2,1,1,0,0,0,0,0
56946,1,61.2,0,1,2,0,2,0,0,0,0,0
18557,1,40.38,0,1,1,0,2,0,0,0,0,0
19389,5,78.2,0,1,1,0,1,0,0,0,0,0
19644,2,127.37,0,1,2,0,2,0,0,0,0,0
15169,2,789.68,1,1,1,1,1,0,0,0,0,0
22560,7,87.54,0,1,1,1,2,0,0,0,0,0
39433,10,29.99,0,1,1,0,1,0,1,1,0,0
8105,2,241.02,0,1,3,0,2,0,0,0,0,0
41320,2,29.99,0,1,3,1,2,0,0,0,0,0
27217,2,40.33,0,1,2,1,1,0,0,0,0,0
2062,1,256.51,1,0,1,1,1,0,0,0,0,0
48807,3,69.13,1,0,1,1,2,0,0,0,0,0
40919,10,83.89,1,0,2,1,1,0,0,0,0,0
28112,8,249.43,1,0,2,0,3,0,0,0,0,0
15075,9,54.57,0,1,1,0,1,0,0,0,0,0
34165,7,81.06,0,1,2,0,2,0,0,0,0,0
19040,9,29.99,0,1,2,0,1,0,0,0,0,0
34061,1,711.11,1,1,1,1,2,0,0,0,0,0
2686,6,217.19,1,0,2,1,2,0,0,0,0,0
55642,6,756.21,0,1,2,1,3,0,0,0,0,0
15578,10,135.36,1,0,2,1,1,0,0,0,0,0
50992,1,110.64,0,1,3,1,1,0,0,0,0,0
10030,12,29.99,0,1,1,0,2,0,0,0,0,0
33770,5,39.57,0,1,2,0,2,0,0,0,0,0
21798,3,55.41,0,1,2,1,2,0,0,0,0,0
11890,5,332.47,0,1,1,1,2,0,0,0,0,0
36672,12,374.2,1,0,2,0,2,0,0,0,0,0
8659,6,85.48,1,0,2,0,1,0,0,0,0,0
28380,4,226.1,1,1,3,0,3,0,0,0,0,0
33690,1,319.37,1,0,2,1,1,0,1,1,0,0
63543,1,55.85,1,0,1,1,2,0,0,0,0,0
6218,2,95.23,1,0,2,0,2,0,0,0,0,0
40667,10,551.09,0,1,1,1,2,0,0,0,0,0
51209,2,89.86,1,0,2,0,1,0,0,0,0,0
56169,8,81.32,1,0,1,1,2,0,0,0,0,0
47230,2,156.12,0,1,2,1,1,0,0,0,0,0
33838,2,69.64,0,1,3,1,1,0,0,0,0,0
3635,10,188.23,0,1,1,1,2,0,0,0,0,0
53592,6,70.0,0,1,3,0,1,0,0,0,0,0
44107,10,165.78,0,1,3,0,2,0,0,0,0,0
56957,2,41.79,1,0,2,0,2,0,0,0,0,0
41972,3,1031.77,1,0,3,1,2,0,0,0,0,0
23070,10,201.22,1,0,2,0,1,0,0,0,0,0
30351,10,190.83,0,1,1,0,2,0,0,0,0,0
59200,5,83.72,0,1,3,0,1,0,1,1,0,0
35402,7,461.41,1,1,2,1,3,0,0,0,0,0
58942,12,29.99,0,1,2,1,2,0,0,0,0,0
18979,1,372.27,0,1,2,0,1,0,0,0,0,0
47517,1,596.83,1,0,1,1,3,0,1,1,0,0
45307,3,29.99,1,0,3,0,2,0,0,0,0,0
50057,6,108.39,0,1,2,1,1,0,0,0,0,0
15521,3,74.74,1,0,3,1,2,0,0,0,0,0
28402,2,70.41,0,1,3,0,1,0,1,1,0,0
23839,12,77.92,1,0,1,1,1,0,0,0,0,0
54021,9,263.51,0,1,2,0,2,0,0,0,0,0
10634,9,373.16,1,1,2,0,2,0,0,0,0,0
21057,11,29.99,1,0,1,1,1,0,0,0,0,0
3723,1,221.37,1,1,3,0,2,0,0,0,0,0
18676,11,29.99,0,1,2,0,1,0,0,0,0,0
9278,2,29.99,1,0,2,0,2,0,0,0,0,0
61348,9,35.26,1,0,3,0,2,0,0,0,0,0
8566,8,173.73,1,0,1,0,2,0,0,0,0,0
46054,5,50.96,1,0,2,1,2,0,0,0,0,0
14120,2,541.23,1,0,2,1,1,0,0,0,0,0
11933,3,838.59,1,0,2,1,3,0,0,0,0,0
698,4,186.97,1,0,2,1,1,0,0,0,0,0
48592,3,144.96,0,1,1,1,2,0,0,0,0,0
3199,7,371.09,0,1,2,0,1,0,0,0,0,0
20382,10,147.87,0,1,2,0,1,0,0,0,0,0
60400,10,147.25,0,1,2,1,2,0,0,0,0,0
41268,12,315.2,1,1,2,0,1,0,0,0,0,0
47323,1,29.99,1,0,2,1,1,0,0,0,0,0
60591,10,339.77,0,1,1,0,1,0,0,0,0,0
3370,6,173.02,0,1,3,0,2,0,0,0,0,0
34201,6,245.15,0,1,1,0,1,0,1,1,0,0
23489,2,326.45,0,1,2,1,3,0,0,0,0,0
41716,2,370.45,1,1,1,0,2,0,0,0,0,0
60774,3,80.64,1,0,1,0,2,0,0,0,0,0
50630,10,723.28,1,1,1,1,1,0,0,0,0,0
40541,5,201.38,1,0,2,1,3,0,0,0,0,0
1713,2,29.99,1,0,3,0,2,0,0,0,0,0
5165,6,169.18,1,0,3,0,2,0,0,0,0,0
14280,5,29.99,1,0,1,0,1,0,0,0,0,0
38162,11,374.25,1,0,3,1,1,0,0,0,0,0
31777,2,238.92,1,0,2,1,1,0,0,0,0,0
49521,11,92.71,0,1,2,0,2,0,0,0,0,0
36578,9,29.99,1,0,1,1,1,0,0,0,0,0
6482,4,66.58,0,1,2,0,2,0,0,0,0,0
32681,4,895.62,0,1,1,1,3,0,0,0,0,0
52373,1,195.55,1,0,1,0,1,0,0,0,0,0
62167,5,403.82,1,1,1,1,2,0,0,0,0,0
47165,11,45.36,0,1,2,0,2,0,0,0,0,0
37290,4,33.46,1,0,1,0,2,0,0,0,0,0
18804,5,43.75,0,1,1,1,1,0,0,0,0,0
54270,1,471.93,1,1,1,1,3,0,0,0,0,0
48712,10,775.67,1,1,1,1,2,0,0,0,0,0
3999,6,178.93,0,1,1,1,2,0,0,0,0,0
11360,10,275.05,1,0,2,0,1,0,0,0,0,0
55653,9,82.67,1,0,1,0,1,0,1,1,0,0
25748,9,29.99,0,1,1,1,2,0,0,0,0,0
