,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,treat
6275,5,457.28,0,1,2,1,3,0,0,0,0
6276,11,35.73,1,0,2,1,1,0,0,0,0
6277,3,29.99,1,0,1,1,2,0,1,1,0
6278,1,305.29,1,0,3,0,2,1,0,2,1
6279,8,782.89,1,0,1,1,3,-1,0,2,1
6280,1,611.21,1,0,2,1,1,0,0,0,0
6281,5,575.66,1,0,1,1,2,-1,0,2,1
6282,4,178.35,1,0,1,0,1,0,0,0,0
6283,6,222.43,1,0,1,0,1,0,1,1,0
6284,3,88.97,1,0,1,0,2,-1,0,2,1
6285,2,512.94,1,0,2,1,1,-1,0,2,1
6286,5,299.6,1,1,2,0,1,-1,0,2,1
6287,4,29.99,1,0,3,0,1,1,1,3,1
6288,5,807.39,0,1,1,1,1,-1,0,2,1
6289,9,29.99,0,1,2,0,2,-1,1,3,1
6290,3,226.04,1,0,2,0,2,-1,0,2,1
6291,11,31.89,1,0,3,1,2,0,0,0,0
6292,1,128.0,1,0,1,1,2,0,0,0,0
6293,2,29.99,1,0,2,0,1,1,0,2,1
6294,3,290.41,0,1,2,0,2,-1,0,2,1
6295,3,29.99,0,1,2,0,2,0,1,1,0
6296,5,185.62,1,0,3,1,1,0,1,1,0
6297,3,1106.54,0,1,2,1,2,1,0,2,1
6298,9,299.55,0,1,1,0,2,1,1,3,1
6299,2,137.33,1,0,1,0,1,1,1,3,1
6300,1,81.26,0,1,3,1,2,1,0,2,1
6301,8,182.49,1,0,3,0,1,1,0,2,1
6302,9,57.09,1,0,1,1,2,-1,0,2,1
6303,1,1010.11,1,1,1,1,1,-1,0,2,1
6304,2,216.85,1,1,1,1,2,1,0,2,1
6305,10,29.99,0,1,1,1,2,1,0,2,1
6306,2,57.47,0,1,2,1,1,1,0,2,1
6307,10,123.91,1,0,1,1,2,-1,0,2,1
6308,11,72.66,0,1,2,1,2,0,0,0,0
6309,3,219.3,1,0,2,0,3,0,0,0,0
6310,6,149.94,0,1,1,1,2,0,0,0,0
6311,10,29.99,0,1,1,0,2,1,0,2,1
6312,9,291.59,1,0,1,0,2,-1,0,2,1
6313,10,177.83,1,0,2,1,1,1,0,2,1
6314,9,29.99,0,1,1,1,1,-1,1,3,1
6315,10,301.56,0,1,1,0,2,-1,0,2,1
6316,11,200.22,0,1,1,1,1,1,0,2,1
6317,9,80.75,0,1,1,1,2,0,0,0,0
6318,1,160.89,1,0,2,1,1,0,0,0,0
6319,10,66.42,1,0,2,0,2,-1,0,2,1
6320,10,512.32,0,1,1,1,2,1,1,3,1
6321,6,206.11,1,1,2,0,1,-1,0,2,1
6322,10,144.85,1,0,2,1,1,-1,0,2,1
6323,10,103.99,0,1,1,1,2,-1,0,2,1
6324,2,232.98,1,0,3,1,3,0,0,0,0
6325,2,345.74,1,1,1,1,1,-1,0,2,1
6326,8,29.99,0,1,3,1,2,1,0,2,1
6327,3,248.47,0,1,2,1,3,1,0,2,1
6328,2,29.99,1,0,3,1,2,0,0,0,0
6329,2,111.48,0,1,3,0,1,-1,0,2,1
6330,1,58.5,1,0,1,1,2,0,0,0,0
6331,2,184.45,1,0,3,1,2,0,0,0,0
6332,10,429.63,0,1,2,0,2,0,0,0,0
6333,3,35.74,0,1,1,0,1,-1,0,2,1
6334,2,166.36,1,0,1,0,2,0,0,0,0
6335,6,243.95,0,1,2,0,1,1,0,2,1
6336,9,59.14,1,0,1,0,1,1,0,2,1
6337,10,102.96,0,1,1,0,1,-1,0,2,1
6338,4,288.41,1,1,1,0,1,1,1,3,1
6339,8,262.08,1,1,1,1,2,-1,0,2,1
6340,9,29.99,0,1,2,0,1,1,0,2,1
6341,10,145.12,1,0,3,0,2,0,0,0,0
6342,2,74.54,0,1,2,0,1,1,0,2,1
6343,11,29.99,0,1,1,1,2,1,0,2,1
6344,9,154.58,1,0,1,0,2,-1,0,2,1
6345,2,548.7,1,1,2,1,1,-1,1,3,1
6346,10,169.81,1,0,1,0,1,1,0,2,1
6347,9,29.99,1,0,3,0,2,-1,0,2,1
6348,2,399.63,1,0,1,1,2,-1,0,2,1
6349,3,29.99,0,1,3,0,2,-1,0,2,1
6350,1,90.34,0,1,2,0,1,0,0,0,0
6351,10,29.99,1,0,2,1,1,0,0,0,0
6352,1,29.99,1,0,3,1,1,0,0,0,0
6353,9,29.99,1,0,1,1,1,-1,0,2,1
6354,10,112.2,1,0,2,0,2,1,0,2,1
6355,3,205.52,0,1,2,0,1,-1,0,2,1
6356,9,485.32,1,0,1,0,1,0,0,0,0
6357,11,29.99,0,1,1,1,1,-1,1,3,1
6358,3,406.65,0,1,1,0,2,0,1,1,0
6359,2,1526.77,1,1,1,1,2,0,0,0,0
6360,1,898.42,1,1,2,1,3,0,0,0,0
6361,1,290.33,1,0,1,0,2,0,0,0,0
6362,9,100.89,1,0,2,1,1,0,0,0,0
6363,3,555.52,0,1,2,1,3,-1,0,2,1
6364,1,29.99,0,1,1,1,2,0,0,0,0
6365,11,103.86,0,1,1,0,2,1,0,2,1
6366,11,100.01,0,1,2,0,1,-1,0,2,1
6367,3,217.14,0,1,3,0,2,-1,1,3,1
6368,1,1104.57,1,1,1,1,1,0,0,0,0
6369,8,311.71,0,1,1,0,2,0,0,0,0
6370,5,206.76,0,1,1,0,3,0,0,0,0
6371,9,121.25,0,1,2,1,1,0,1,1,0
6372,11,29.99,0,1,2,0,1,1,1,3,1
6373,9,409.07,0,1,2,1,3,-1,0,2,1
6374,7,45.09,1,0,1,0,2,-1,0,2,1
6375,1,31.57,1,0,1,0,1,1,0,2,1
6376,5,435.91,1,0,1,1,1,0,0,0,0
6377,4,29.99,1,0,2,1,1,-1,0,2,1
6378,1,90.25,1,0,1,0,1,1,0,2,1
6379,10,91.35,1,0,2,0,1,1,0,2,1
6380,5,95.65,0,1,2,1,2,0,0,0,0
6381,6,114.53,1,0,3,0,2,1,0,2,1
6382,2,58.04,0,1,2,0,2,1,0,2,1
6383,4,706.44,1,1,3,1,3,-1,0,2,1
6384,1,882.24,1,1,1,1,1,1,0,2,1
6385,9,37.96,0,1,3,0,2,-1,0,2,1
6386,6,183.6,1,0,3,0,1,-1,0,2,1
6387,1,208.65,1,0,1,0,2,-1,0,2,1
6388,5,222.8,1,0,2,0,2,-1,0,2,1
6389,5,197.74,1,0,2,1,2,0,0,0,0
6390,1,29.99,1,0,2,0,1,-1,0,2,1
6391,6,303.71,0,1,1,1,3,1,1,3,1
6392,3,29.99,1,0,1,1,1,1,0,2,1
6393,4,201.97,0,1,1,0,2,0,0,0,0
6394,4,164.49,0,1,1,0,2,0,1,1,0
6395,1,781.93,1,1,2,1,1,-1,1,3,1
6396,1,798.83,0,1,1,1,1,0,0,0,0
6397,8,34.77,0,1,1,0,1,1,0,2,1
6398,3,489.92,0,1,1,0,1,1,1,3,1
6399,3,507.19,0,1,3,1,2,1,0,2,1
6400,1,140.55,0,1,2,1,2,-1,1,3,1
6401,12,531.39,1,1,1,1,1,-1,0,2,1
6402,1,1647.82,1,0,2,1,1,-1,0,2,1
6403,6,106.18,0,1,2,0,2,1,0,2,1
6404,1,1010.79,0,1,2,1,3,1,0,2,1
6405,10,162.67,0,1,1,0,2,-1,0,2,1
6406,3,529.82,1,0,3,1,3,0,0,0,0
6407,6,77.59,0,1,3,1,2,1,0,2,1
6408,10,541.86,0,1,1,1,1,-1,0,2,1
6409,6,52.5,1,0,1,0,1,0,1,1,0
6410,4,187.29,1,0,1,1,1,1,0,2,1
6411,9,200.16,0,1,3,1,3,1,0,2,1
6412,7,312.91,1,0,3,0,2,0,1,1,0
6413,1,339.06,1,0,2,0,1,1,1,3,1
6414,10,29.99,0,1,3,0,1,1,0,2,1
6415,9,66.27,0,1,1,0,1,1,0,2,1
6416,4,248.68,0,1,2,0,1,0,0,0,0
6417,8,121.35,1,0,1,0,1,0,0,0,0
6418,10,90.97,0,1,1,1,2,-1,0,2,1
6419,1,212.26,1,1,2,1,1,-1,0,2,1
6420,7,235.06,1,0,3,0,1,-1,0,2,1
6421,1,996.66,0,1,3,1,2,1,0,2,1
6422,4,71.18,0,1,3,0,2,-1,0,2,1
6423,10,166.38,1,0,3,1,1,0,1,1,0
6424,2,171.69,0,1,2,0,2,0,0,0,0
6425,7,160.01,0,1,2,0,1,0,0,0,0
6426,6,238.58,1,0,2,0,1,0,0,0,0
6427,12,130.33,0,1,1,1,2,1,0,2,1
6428,7,104.5,0,1,1,0,1,-1,0,2,1
6429,2,333.13,1,0,1,1,2,0,1,1,0
6430,9,356.55,1,0,1,0,2,1,0,2,1
6431,9,129.0,1,0,1,1,1,-1,0,2,1
6432,8,44.16,1,0,1,0,1,-1,1,3,1
6433,7,99.66,1,0,2,0,1,1,0,2,1
6434,10,261.1,1,0,1,1,3,-1,0,2,1
6435,2,763.44,1,1,1,1,3,0,0,0,0
6436,4,831.11,0,1,3,1,3,0,0,0,0
6437,4,212.42,1,0,1,0,2,-1,0,2,1
6438,10,70.71,0,1,2,0,1,-1,1,3,1
6439,3,70.43,0,1,2,1,1,0,0,0,0
6440,8,237.08,1,0,2,1,3,-1,0,2,1
6441,6,40.02,0,1,1,1,1,1,1,3,1
6442,9,52.33,1,0,1,0,1,-1,0,2,1
6443,9,97.93,0,1,2,0,1,-1,1,3,1
6444,1,137.21,0,1,1,1,1,1,0,2,1
6445,4,413.07,0,1,2,0,2,-1,0,2,1
6446,1,482.02,1,1,2,0,3,0,0,0,0
6447,8,82.2,1,0,3,0,1,0,1,1,0
6448,1,926.9,1,1,1,1,1,-1,0,2,1
6449,1,96.38,0,1,2,0,1,0,0,0,0
6450,8,29.99,0,1,1,0,1,1,0,2,1
6451,8,74.78,0,1,1,0,2,0,0,0,0
6452,10,209.35,0,1,1,1,1,0,0,0,0
6453,3,417.1,0,1,2,0,2,1,0,2,1
6454,1,74.98,1,0,3,0,1,-1,1,3,1
6455,11,83.86,0,1,1,0,2,-1,1,3,1
6456,3,488.94,0,1,1,1,2,-1,0,2,1
6457,6,38.72,0,1,3,1,2,-1,1,3,1
6458,7,29.99,1,0,1,1,1,-1,0,2,1
6459,11,59.76,1,0,2,0,1,0,0,0,0
6460,2,125.14,0,1,1,1,1,1,0,2,1
6461,10,29.99,0,1,2,1,2,-1,0,2,1
6462,7,69.12,0,1,1,1,2,0,1,1,0
6463,9,62.23,0,1,2,0,1,1,0,2,1
6464,2,257.0,0,1,3,0,2,-1,0,2,1
6465,12,49.84,0,1,1,0,2,-1,0,2,1
6466,6,141.28,1,0,2,0,2,1,0,2,1
6467,9,297.72,0,1,1,1,2,-1,0,2,1
6468,1,916.99,1,0,3,1,3,0,0,0,0
6469,4,73.05,1,0,1,0,1,0,0,0,0
6470,7,191.27,1,0,1,0,2,0,1,1,0
6471,6,61.64,1,0,2,0,2,0,0,0,0
6472,1,459.13,1,0,1,1,3,-1,0,2,1
6473,1,105.95,0,1,2,0,1,-1,0,2,1
6474,10,465.15,1,0,1,0,1,0,0,0,0
6475,10,42.49,1,0,2,1,2,1,0,2,1
6476,9,216.21,0,1,3,0,1,1,0,2,1
6477,9,429.06,0,1,2,0,3,1,1,3,1
6478,6,46.71,1,0,2,1,2,0,0,0,0
6479,6,299.23,1,0,2,1,1,-1,0,2,1
6480,2,376.46,1,1,1,0,2,1,0,2,1
6481,10,292.94,1,0,2,1,1,-1,0,2,1
6482,4,66.58,0,1,2,0,2,0,0,0,0
6483,5,413.39,1,1,2,0,3,0,1,1,0
6484,3,124.45,1,0,3,0,1,1,0,2,1
6485,1,369.77,0,1,1,1,1,0,0,0,0
6486,1,493.48,0,1,2,0,3,1,0,2,1
6487,2,318.43,1,0,2,0,1,1,0,2,1
6488,9,179.51,1,0,1,0,1,1,0,2,1
6489,3,176.1,0,1,1,1,2,1,0,2,1
6490,1,126.53,0,1,3,0,1,-1,1,3,1
6491,9,59.85,0,1,1,1,2,0,0,0,0
6492,5,449.15,1,1,2,0,3,1,0,2,1
6493,9,292.46,1,0,1,0,2,0,0,0,0
6494,4,50.63,0,1,3,1,1,-1,1,3,1
6495,4,107.73,1,0,2,1,2,0,0,0,0
6496,10,82.11,0,1,3,1,1,-1,0,2,1
6497,7,204.31,0,1,1,0,1,-1,0,2,1
6498,2,119.13,0,1,3,1,1,1,0,2,1
6499,11,35.02,1,0,2,0,1,0,0,0,0
6500,1,128.46,1,0,1,1,1,-1,1,3,1
6501,5,94.77,0,1,3,1,2,-1,0,2,1
6502,1,285.4,1,0,3,0,1,1,0,2,1
6503,6,223.9,1,0,2,1,3,1,0,2,1
6504,3,434.06,1,0,3,0,3,1,0,2,1
6505,2,121.84,0,1,2,1,1,0,0,0,0
6506,6,466.82,1,1,3,1,3,-1,0,2,1
6507,7,176.57,1,0,1,1,1,-1,0,2,1
6508,2,555.65,1,1,1,1,1,1,0,2,1
6509,3,217.82,1,0,1,0,2,0,0,0,0
6510,10,116.15,1,0,1,0,1,0,0,0,0
6511,11,239.65,1,0,1,0,2,-1,0,2,1
6512,4,614.06,1,0,2,1,3,-1,0,2,1
6513,3,29.99,1,0,2,1,2,0,0,0,0
6514,1,29.99,0,1,2,0,2,1,0,2,1
6515,2,29.99,0,1,2,0,1,1,0,2,1
6516,6,388.9,1,0,1,0,2,-1,0,2,1
6517,6,325.24,1,0,1,1,1,1,0,2,1
6518,1,508.26,0,1,1,1,3,-1,1,3,1
6519,7,51.07,1,0,1,0,2,0,0,0,0
6520,10,273.13,1,0,3,0,3,-1,0,2,1
6521,3,293.45,0,1,1,0,1,-1,0,2,1
6522,7,709.55,1,0,2,1,2,1,0,2,1
6523,8,80.16,1,0,2,1,2,1,0,2,1
6524,7,284.31,0,1,2,1,2,0,0,0,0
6525,4,102.02,1,0,2,0,2,1,0,2,1
6526,3,607.83,1,1,1,1,3,0,1,1,0
6527,3,111.84,1,0,2,1,2,0,0,0,0
6528,4,92.56,0,1,1,1,2,0,0,0,0
6529,6,193.36,1,0,3,1,1,1,0,2,1
6530,12,481.57,1,0,1,0,2,-1,0,2,1
6531,1,30.31,0,1,2,1,2,0,0,0,0
6532,6,42.39,0,1,3,0,2,1,1,3,1
6533,9,352.48,0,1,2,0,2,1,0,2,1
6534,2,55.79,1,0,2,1,2,1,0,2,1
6535,3,57.33,1,0,1,0,1,1,0,2,1
6536,2,889.39,1,1,3,1,2,1,0,2,1
6537,10,145.06,0,1,3,0,2,-1,0,2,1
6538,4,29.99,0,1,2,0,2,1,0,2,1
6539,9,285.21,1,0,1,1,2,-1,1,3,1
6540,10,93.61,1,0,2,1,2,1,0,2,1
6541,1,795.87,1,0,1,1,3,0,1,1,0
6542,10,76.38,0,1,3,0,2,0,0,0,0
6543,3,41.45,1,0,2,0,1,1,0,2,1
6544,10,51.39,0,1,1,1,1,0,0,0,0
6545,10,85.95,0,1,1,0,1,-1,0,2,1
6546,3,847.96,1,1,1,1,2,1,0,2,1
6547,3,45.05,0,1,1,0,2,0,0,0,0
6548,7,29.99,0,1,2,1,1,-1,0,2,1
6549,3,499.42,1,1,1,1,3,1,1,3,1
6550,5,700.75,0,1,1,1,1,-1,0,2,1
6551,1,300.55,1,0,2,0,2,1,0,2,1
6552,1,134.21,0,1,2,1,2,0,0,0,0
6553,1,29.99,1,0,2,1,2,1,0,2,1
6554,9,254.64,0,1,1,0,1,1,1,3,1
6555,2,29.99,1,0,2,1,1,1,0,2,1
6556,10,138.84,1,0,2,0,1,0,0,0,0
6557,2,416.4,0,1,1,1,3,0,0,0,0
6558,4,432.01,0,1,2,0,2,0,0,0,0
6559,10,277.84,1,0,2,1,1,0,0,0,0
6560,7,632.76,0,1,2,1,3,0,0,0,0
6561,6,61.35,1,0,1,1,1,0,0,0,0
6562,2,179.81,1,0,1,1,1,1,0,2,1
6563,4,240.76,1,0,1,0,2,1,0,2,1
6564,4,346.42,1,1,1,0,1,1,0,2,1
6565,1,453.78,0,1,3,0,3,1,1,3,1
6566,4,222.86,0,1,1,1,1,-1,0,2,1
6567,12,29.99,0,1,2,0,2,1,0,2,1
6568,9,128.33,0,1,1,0,2,-1,0,2,1
6569,8,29.99,1,0,3,0,2,1,0,2,1
6570,2,798.28,1,0,2,1,3,0,0,0,0
6571,5,343.59,0,1,2,0,1,-1,0,2,1
6572,3,50.86,0,1,2,0,2,1,0,2,1
6573,7,128.44,0,1,1,1,2,1,0,2,1
6574,9,126.59,1,0,1,1,1,-1,0,2,1
6575,5,372.44,0,1,1,0,1,1,0,2,1
6576,6,344.93,1,1,3,0,1,-1,0,2,1
6577,1,595.19,0,1,2,1,3,0,0,0,0
6578,4,83.47,0,1,3,1,2,-1,0,2,1
6579,7,149.22,1,0,1,1,2,1,0,2,1
6580,10,37.75,0,1,1,0,2,0,0,0,0
6581,2,81.59,0,1,1,1,1,1,1,3,1
6582,10,208.38,1,1,1,0,3,0,0,0,0
6583,6,43.72,0,1,2,0,1,1,0,2,1
6584,10,87.82,1,0,2,0,1,1,0,2,1
6585,3,101.01,1,0,1,0,2,-1,0,2,1
6586,4,221.5,0,1,1,1,1,1,0,2,1
6587,9,93.22,1,0,2,0,2,0,1,1,0
6588,6,993.25,1,0,1,1,2,0,0,0,0
6589,5,60.16,0,1,1,1,2,-1,0,2,1
6590,3,161.5,0,1,2,1,2,1,0,2,1
6591,2,402.6,1,0,1,0,3,0,0,0,0
6592,9,29.99,0,1,1,0,1,0,0,0,0
6593,7,120.09,1,0,1,0,1,1,0,2,1
6594,2,277.01,1,1,1,1,2,-1,0,2,1
6595,10,145.74,1,0,1,0,1,1,0,2,1
6596,1,63.4,1,0,2,1,1,-1,0,2,1
6597,2,231.66,1,1,2,1,2,0,0,0,0
6598,1,409.16,0,1,2,0,1,-1,0,2,1
6599,12,166.94,0,1,2,0,2,-1,1,3,1
6600,2,180.41,1,0,2,0,2,1,0,2,1
6601,1,226.35,1,0,1,0,1,-1,0,2,1
6602,1,422.67,1,0,1,0,3,1,0,2,1
6603,10,125.91,0,1,3,1,2,0,0,0,0
6604,9,399.63,1,0,3,0,2,1,0,2,1
6605,7,294.14,1,0,1,1,1,-1,0,2,1
6606,6,36.26,0,1,2,1,2,-1,0,2,1
6607,10,66.17,0,1,2,1,2,1,0,2,1
6608,10,29.99,1,0,1,0,2,1,0,2,1
6609,11,206.58,0,1,3,0,2,1,1,3,1
6610,11,79.65,1,0,1,0,1,0,0,0,0
6611,4,45.4,1,0,2,1,1,1,0,2,1
6612,9,133.49,1,0,3,1,2,1,0,2,1
6613,2,440.09,0,1,2,0,2,0,0,0,0
6614,3,29.99,1,0,3,1,2,0,0,0,0
6615,8,185.71,0,1,1,1,2,-1,0,2,1
6616,2,171.29,1,0,1,0,1,0,0,0,0
6617,11,242.29,1,0,3,0,1,-1,1,3,1
6618,4,178.82,1,0,3,0,2,0,0,0,0
6619,5,182.1,0,1,3,0,1,1,1,3,1
6620,1,209.35,1,0,3,0,1,-1,1,3,1
6621,2,29.99,0,1,1,0,2,-1,1,3,1
6622,3,231.23,1,0,2,1,1,1,0,2,1
6623,9,119.48,1,0,3,0,1,0,0,0,0
6624,12,29.99,0,1,1,1,1,0,0,0,0
6625,5,186.02,0,1,1,0,2,1,0,2,1
6626,1,68.1,0,1,1,0,1,1,1,3,1
6627,8,37.25,1,0,3,1,1,1,1,3,1
6628,11,576.21,1,0,2,1,3,1,0,2,1
6629,5,130.78,1,0,2,0,2,0,0,0,0
6630,9,164.87,0,1,2,1,1,1,0,2,1
6631,7,58.91,0,1,2,1,1,0,0,0,0
6632,9,129.57,1,0,3,1,2,1,0,2,1
6633,3,29.99,0,1,2,1,2,-1,0,2,1
6634,1,291.76,1,1,2,0,2,1,0,2,1
6635,2,147.0,0,1,3,1,2,1,0,2,1
6636,3,118.08,1,0,2,0,1,0,0,0,0
6637,3,97.57,0,1,1,1,2,-1,0,2,1
6638,5,396.88,0,1,3,0,1,1,0,2,1
6639,10,356.84,1,1,1,1,2,-1,0,2,1
6640,12,38.47,1,0,2,1,2,0,0,0,0
6641,3,1218.04,0,1,2,1,1,0,0,0,0
6642,3,33.91,0,1,2,0,2,-1,0,2,1
6643,6,443.6,0,1,1,0,2,0,0,0,0
6644,10,48.48,1,0,1,1,2,0,0,0,0
6645,6,324.42,1,0,1,0,1,1,0,2,1
6646,6,620.79,1,0,2,1,3,0,0,0,0
6647,10,36.49,1,0,1,1,1,0,0,0,0
6648,3,398.12,1,1,2,0,3,1,0,2,1
6649,4,91.1,1,0,1,0,1,-1,0,2,1
6650,9,168.72,1,0,1,0,2,1,0,2,1
6651,2,161.28,1,0,1,0,1,0,0,0,0
6652,5,94.27,1,0,3,1,2,1,0,2,1
6653,2,245.99,0,1,3,1,2,0,0,0,0
6654,5,79.78,0,1,2,0,1,0,1,1,0
6655,2,222.78,1,0,1,1,2,0,0,0,0
6656,3,389.62,0,1,1,0,2,-1,0,2,1
6657,1,243.73,1,0,3,0,2,-1,0,2,1
6658,12,31.37,1,0,1,0,1,0,0,0,0
6659,4,194.26,0,1,3,0,2,1,0,2,1
6660,6,241.08,1,1,2,0,1,1,0,2,1
6661,12,89.98,0,1,2,1,2,1,0,2,1
6662,7,107.9,1,0,2,1,2,1,0,2,1
6663,8,189.2,0,1,2,1,1,1,0,2,1
6664,10,307.94,1,1,1,0,1,-1,0,2,1
6665,1,1232.97,0,1,3,1,3,0,0,0,0
6666,3,105.8,1,0,2,1,1,0,0,0,0
6667,11,311.82,0,1,1,0,2,1,1,3,1
6668,2,233.06,0,1,2,0,3,1,0,2,1
6669,4,34.86,0,1,1,0,1,-1,0,2,1
6670,9,200.99,1,0,1,1,1,0,0,0,0
6671,7,373.04,1,0,2,1,1,-1,0,2,1
6672,9,206.86,0,1,1,1,1,1,0,2,1
6673,5,156.13,1,0,2,0,1,0,0,0,0
6674,4,29.99,0,1,1,0,1,1,0,2,1
6675,4,508.65,1,0,1,1,1,0,0,0,0
6676,4,200.5,1,0,3,1,2,0,0,0,0
6677,8,230.79,0,1,2,0,1,-1,1,3,1
6678,10,50.78,0,1,2,0,1,0,0,0,0
6679,2,284.9,0,1,1,1,1,0,0,0,0
6680,9,664.73,1,0,1,1,3,-1,1,3,1
6681,7,62.46,1,0,1,1,1,0,0,0,0
6682,8,50.68,0,1,2,1,1,-1,0,2,1
6683,9,79.33,1,0,2,0,2,1,0,2,1
6684,5,126.85,1,0,1,1,1,0,0,0,0
6685,3,638.76,1,0,1,1,3,-1,0,2,1
6686,2,290.28,1,0,1,0,2,1,0,2,1
6687,10,342.36,0,1,1,0,2,-1,0,2,1
6688,10,105.94,0,1,3,0,2,0,0,0,0
6689,1,57.1,0,1,1,0,1,0,0,0,0
6690,4,227.75,0,1,3,1,1,1,0,2,1
6691,1,480.84,1,0,3,0,1,-1,0,2,1
6692,1,641.49,0,1,2,1,1,1,0,2,1
6693,10,35.15,1,0,2,1,2,-1,0,2,1
6694,6,142.84,1,0,1,0,2,0,0,0,0
6695,6,29.99,1,0,3,0,1,0,1,1,0
6696,5,33.45,1,0,3,1,1,0,0,0,0
6697,6,328.32,1,0,2,1,1,0,0,0,0
6698,9,76.48,0,1,1,0,2,1,0,2,1
6699,1,719.93,0,1,2,1,2,0,0,0,0
6700,4,123.06,0,1,2,1,2,1,0,2,1
6701,10,847.34,1,0,2,1,2,-1,1,3,1
6702,3,29.99,1,0,1,0,1,-1,0,2,1
6703,11,29.99,0,1,1,0,2,0,0,0,0
6704,10,29.99,0,1,1,0,1,0,0,0,0
6705,7,271.09,1,0,3,1,3,-1,0,2,1
6706,2,207.73,1,0,1,0,1,-1,0,2,1
6707,12,166.34,0,1,3,0,1,-1,0,2,1
6708,7,361.96,0,1,2,1,2,0,0,0,0
6709,6,291.5,0,1,1,0,3,-1,0,2,1
6710,5,302.55,1,1,2,1,1,0,0,0,0
6711,7,86.13,0,1,2,1,1,-1,0,2,1
6712,3,170.73,1,0,1,0,1,-1,1,3,1
6713,3,104.16,0,1,2,1,1,0,0,0,0
6714,8,29.99,0,1,3,0,2,-1,1,3,1
6715,1,192.69,1,0,3,0,1,-1,0,2,1
6716,11,201.25,1,0,1,0,1,-1,0,2,1
6717,5,944.4,0,1,1,1,3,-1,1,3,1
6718,7,108.17,1,0,1,0,2,-1,0,2,1
6719,8,29.99,0,1,3,1,1,-1,0,2,1
6720,6,63.22,1,0,1,1,1,-1,0,2,1
6721,2,147.49,1,0,2,0,1,1,0,2,1
6722,9,191.35,1,0,1,0,2,0,0,0,0
6723,1,145.87,1,0,2,0,1,-1,0,2,1
6724,2,385.24,0,1,1,0,1,0,0,0,0
6725,9,502.25,0,1,3,1,1,-1,0,2,1
6726,10,109.59,0,1,3,1,1,-1,0,2,1
6727,11,205.97,0,1,2,1,2,0,0,0,0
6728,12,29.99,0,1,1,0,2,1,0,2,1
6729,4,559.71,1,0,1,1,1,1,0,2,1
6730,5,323.97,0,1,2,0,3,-1,0,2,1
6731,1,58.5,0,1,1,0,1,-1,0,2,1
6732,10,722.22,1,0,1,1,2,0,0,0,0
6733,7,326.89,0,1,1,0,1,-1,1,3,1
6734,11,144.12,0,1,1,1,2,-1,0,2,1
6735,9,32.02,1,0,1,0,1,-1,0,2,1
6736,10,80.03,0,1,1,0,2,1,0,2,1
6737,8,249.14,1,0,2,0,1,0,1,1,0
6738,10,164.34,1,0,1,1,2,0,0,0,0
6739,3,107.39,0,1,1,1,1,0,0,0,0
6740,4,255.18,0,1,3,0,1,0,0,0,0
6741,11,417.16,0,1,1,0,2,0,0,0,0
6742,3,243.72,1,0,1,1,3,-1,1,3,1
6743,9,339.97,1,0,1,0,2,-1,0,2,1
6744,2,127.51,1,0,3,0,1,1,0,2,1
6745,5,38.1,0,1,1,1,2,-1,0,2,1
6746,11,327.15,1,0,3,0,1,0,0,0,0
6747,3,94.57,1,0,1,1,2,-1,0,2,1
6748,9,180.54,1,0,2,0,1,0,0,0,0
6749,1,275.15,1,0,1,0,1,1,0,2,1
6750,9,247.25,0,1,2,0,3,-1,1,3,1
6751,8,106.41,0,1,1,1,2,1,0,2,1
6752,3,528.23,1,1,1,1,2,1,0,2,1
6753,9,170.56,0,1,3,0,2,1,0,2,1
6754,1,304.17,1,0,1,1,2,1,0,2,1
6755,4,199.88,1,0,1,0,2,1,0,2,1
6756,4,389.2,1,0,1,0,3,1,0,2,1
6757,3,274.78,0,1,2,0,2,0,0,0,0
6758,1,395.21,1,0,3,0,2,1,0,2,1
6759,3,337.19,1,0,1,0,1,1,0,2,1
6760,9,333.53,1,0,1,0,1,1,0,2,1
6761,10,147.88,1,0,2,0,2,1,0,2,1
6762,4,38.35,1,0,1,1,2,-1,0,2,1
6763,1,52.92,0,1,2,0,2,1,1,3,1
6764,1,138.14,0,1,1,1,2,1,0,2,1
6765,1,582.11,1,0,2,1,1,-1,0,2,1
6766,11,165.95,1,0,3,0,1,1,0,2,1
6767,9,308.27,1,1,3,1,1,-1,0,2,1
6768,10,177.61,1,0,1,1,1,1,0,2,1
6769,7,169.88,1,0,2,0,1,1,0,2,1
6770,5,122.44,1,0,2,0,1,1,0,2,1
6771,9,278.62,0,1,1,0,2,1,0,2,1
6772,4,51.89,0,1,1,1,1,1,0,2,1
6773,5,270.39,0,1,2,1,3,-1,0,2,1
6774,10,102.69,0,1,1,1,1,-1,1,3,1
6775,10,29.99,0,1,2,1,1,-1,0,2,1
6776,2,603.78,0,1,3,1,2,0,0,0,0
6777,5,424.93,1,0,3,0,1,0,0,0,0
6778,5,96.48,1,0,1,1,2,-1,1,3,1
6779,9,98.72,1,0,1,0,2,1,0,2,1
6780,1,284.01,1,1,2,0,1,1,1,3,1
6781,11,29.99,0,1,1,0,2,-1,1,3,1
6782,3,144.79,1,0,1,1,2,0,0,0,0
6783,12,505.32,1,0,1,1,2,0,0,0,0
6784,3,29.99,0,1,1,1,1,0,1,1,0
