channel,history,is_referral,recency,used_bogo,used_discount,zip_code,treat
1,117.54,0,4,0,1,2,0
2,29.99,0,3,1,0,2,0
2,94.9,0,7,1,0,1,0
1,29.99,0,7,1,0,3,0
2,234.06,0,9,1,1,1,0
1,262.28,1,12,0,1,2,0
1,167.66,0,10,1,0,1,0
1,157.58,0,3,0,1,1,0
1,29.99,1,2,1,0,1,0
2,74.22,1,10,0,1,1,0
1,29.99,0,2,1,0,2,0
3,472.16,0,8,1,1,2,1
1,220.28,1,8,0,1,1,1
1,299.16,1,6,0,1,2,0
2,90.01,1,2,1,0,2,0
1,29.99,0,7,0,1,2,1
2,187.45,0,4,1,0,2,0
3,484.24,0,10,0,1,1,0
2,57.49,0,10,1,0,2,0
1,166.29,1,3,0,1,2,0
1,29.99,1,4,0,1,2,0
1,188.19,1,4,0,1,1,0
2,29.99,1,2,0,1,1,0
3,453.87,1,10,1,0,2,0
3,350.64,1,1,0,1,2,0
2,240.03,0,1,0,1,1,0
3,308.22,0,1,0,1,1,0
2,411.55,1,1,0,1,2,0
2,106.41,1,9,1,0,2,0
1,703.52,1,6,1,1,1,0
2,157.72,0,9,1,0,3,0
2,154.93,0,2,0,1,2,0
3,382.87,0,1,1,1,2,0
1,61.24,0,11,0,1,3,0
2,733.18,1,4,0,1,2,0
1,29.99,1,9,0,1,1,0
1,29.99,0,1,1,0,1,0
2,524.81,1,2,1,0,1,0
1,77.96,1,9,1,0,2,0
3,373.14,0,2,1,0,2,1
2,185.69,0,4,1,0,2,0
2,148.32,0,12,1,0,2,1
1,29.99,0,11,1,0,1,0
2,29.99,0,7,0,1,1,0
1,291.71,0,10,1,1,1,0
2,29.99,1,8,0,1,1,0
1,88.1,1,9,0,1,1,0
3,459.6,0,5,0,1,1,0
2,157.2,0,3,1,0,1,0
2,218.32,0,2,0,1,2,0
3,321.8,1,2,1,1,2,0
1,29.99,0,11,1,0,3,1
1,53.51,0,3,1,0,2,1
2,679.08,1,9,1,0,3,0
2,270.99,0,2,1,1,3,0
1,66.42,1,2,1,0,1,1
2,351.04,1,3,1,0,2,0
1,123.72,0,8,1,0,1,0
2,29.99,0,4,1,0,1,0
1,390.76,1,1,0,1,2,0
2,69.62,0,12,1,0,1,0
1,165.38,0,11,0,1,3,0
1,31.37,1,12,1,0,3,1
1,72.25,1,4,1,0,2,0
3,602.75,1,3,0,1,1,0
2,261.46,1,6,0,1,1,0
2,149.98,0,1,1,0,3,0
2,137.93,1,6,1,0,1,0
1,516.89,1,12,0,1,2,0
2,1258.28,1,5,1,1,2,0
2,208.86,1,2,1,0,1,1
3,837.47,1,4,1,1,1,1
2,127.61,0,4,0,1,1,0
3,454.86,0,1,0,1,2,0
2,29.99,1,3,1,0,2,1
1,261.23,1,2,1,1,1,1
1,648.49,1,1,1,1,2,0
2,116.31,0,8,0,1,2,0
2,916.41,1,1,1,0,2,0
1,64.92,1,8,1,0,1,0
1,95.1,1,7,0,1,1,0
1,350.05,1,5,0,1,1,0
1,152.66,0,11,1,0,1,0
1,289.19,1,2,1,0,2,0
2,29.99,0,12,1,0,2,0
1,167.13,0,7,1,0,1,0
1,59.25,1,2,0,1,1,0
3,249.32,1,3,0,1,1,0
1,29.99,1,1,1,0,3,0
1,79.86,1,9,1,0,1,1
1,77.91,0,10,1,0,1,0
2,621.88,1,7,1,1,1,0
2,315.47,0,8,1,1,1,0
2,149.03,0,11,1,0,2,0
1,102.74,1,2,1,0,1,0
1,59.66,1,6,1,0,2,0
2,306.84,0,9,0,1,2,0
2,206.1,1,3,0,1,1,0
1,848.08,1,2,0,1,1,0
1,472.31,0,1,0,1,2,0
1,139.14,1,4,1,0,1,1
1,29.99,0,11,0,1,1,0
1,168.1,0,5,0,1,1,0
1,186.52,1,10,0,1,1,0
2,125.33,0,3,0,1,1,0
2,75.36,1,5,1,0,2,0
1,254.08,0,7,1,0,1,0
1,211.49,1,3,0,1,1,0
3,432.47,1,2,1,0,1,0
2,29.99,1,10,1,0,2,0
2,134.57,1,2,0,1,1,0
2,275.6,1,10,0,1,1,0
2,42.68,0,8,1,0,2,0
3,468.91,0,8,1,0,1,0
2,63.58,0,5,0,1,1,0
2,161.25,0,10,1,0,2,0
2,748.0,1,1,1,0,2,0
1,51.26,0,8,0,1,2,0
2,774.91,1,10,0,1,2,0
2,39.6,1,2,0,1,1,0
2,373.56,0,1,1,0,1,0
2,199.43,0,10,0,1,2,0
1,854.62,1,4,1,1,2,0
1,194.07,0,2,0,1,1,0
1,353.45,0,1,0,1,1,0
1,156.81,0,7,1,0,3,0
2,170.38,1,10,1,0,3,1
1,894.45,1,2,0,1,2,0
2,286.38,0,2,1,0,1,0
1,111.88,0,1,1,0,2,0
1,606.1,1,5,1,1,1,1
2,113.62,0,9,1,0,1,0
2,91.34,1,1,0,1,2,0
1,166.54,1,11,0,1,2,0
1,236.78,0,11,1,1,2,0
2,374.5,0,11,1,1,2,0
2,277.62,1,12,0,1,2,0
1,134.75,0,5,0,1,2,1
2,29.99,1,10,0,1,1,0
1,285.72,1,12,1,0,3,0
1,383.79,0,7,1,0,2,0
1,657.41,1,5,1,1,2,0
3,606.05,1,10,1,1,1,0
2,39.97,1,11,0,1,2,0
1,194.55,1,2,0,1,1,0
1,239.73,0,10,1,0,1,0
2,29.99,1,7,1,0,2,0
1,259.67,0,11,0,1,1,0
1,189.89,0,11,0,1,2,0
2,29.99,0,4,0,1,1,0
2,191.84,1,12,1,0,1,0
2,57.32,0,1,0,1,1,0
1,64.74,1,8,0,1,1,1
1,87.65,0,10,1,0,1,0
1,34.81,0,8,0,1,2,0
2,66.76,0,9,0,1,3,0
1,503.71,1,12,1,0,3,0
2,661.97,1,9,0,1,3,0
1,135.5,1,4,0,1,2,0
2,30.24,1,3,1,0,1,0
2,279.83,1,3,1,0,1,0
1,255.12,0,2,1,0,2,0
3,1424.3,1,1,1,1,1,0
1,276.61,1,7,1,1,2,0
2,140.21,0,1,1,0,2,0
1,29.99,1,12,0,1,1,0
3,599.35,1,5,0,1,3,0
3,384.8,0,10,0,1,1,0
2,304.98,0,2,0,1,1,0
2,1687.52,1,7,1,0,3,0
2,219.8,1,1,0,1,1,0
1,70.59,0,12,0,1,2,0
3,270.12,1,2,1,0,1,0
3,361.81,0,3,1,0,3,1
2,29.99,0,7,1,0,1,0
1,104.75,1,10,1,0,1,0
2,45.35,0,6,0,1,1,1
1,292.65,1,9,1,0,1,0
2,29.99,0,8,0,1,3,1
2,79.79,1,5,1,0,2,0
2,111.51,0,10,0,1,2,0
1,220.2,0,4,1,0,2,0
3,881.93,1,1,0,1,1,0
2,220.44,0,9,1,0,2,0
1,128.46,1,7,0,1,1,0
1,228.83,0,9,1,0,1,1
1,356.42,0,12,0,1,2,0
1,29.99,1,9,0,1,1,0
1,64.93,0,9,0,1,1,0
3,441.15,0,7,0,1,2,0
2,197.48,1,10,1,0,1,0
1,209.84,0,1,1,0,2,0
2,318.5,0,1,1,1,1,0
2,65.56,1,2,1,0,2,0
2,100.34,0,10,1,0,2,0
2,46.4,1,6,0,1,3,0
1,232.69,0,2,1,1,2,0
1,322.72,0,8,1,0,3,0
2,76.27,1,8,1,0,1,0
1,248.06,0,3,0,1,1,0
3,468.69,1,9,1,0,1,0
1,421.8,0,4,1,0,3,0
2,120.42,0,2,0,1,2,0
1,118.74,1,1,1,0,2,0
1,49.23,1,9,0,1,1,0
1,140.8,0,7,1,0,2,0
1,144.86,0,3,1,0,1,1
1,336.12,0,1,1,0,3,0
2,54.18,1,10,1,0,1,0
2,29.99,1,2,1,0,1,0
1,254.14,1,7,1,0,1,0
3,230.98,0,2,1,0,1,0
2,140.9,0,9,0,1,1,0
1,682.59,1,3,1,1,1,0
1,51.78,0,9,0,1,2,0
2,621.45,1,2,1,0,3,0
3,293.57,0,12,0,1,1,0
1,207.39,0,12,1,0,1,0
2,29.99,0,6,0,1,1,0
1,33.53,0,10,1,0,1,0
2,86.56,1,10,0,1,1,1
1,83.98,1,2,1,0,1,0
1,216.36,0,8,0,1,2,0
1,297.11,1,10,1,0,1,0
1,160.62,0,6,0,1,3,0
2,54.77,0,10,0,1,2,0
1,29.99,0,10,0,1,1,0
3,702.59,1,4,1,0,2,0
2,176.59,1,12,0,1,1,0
1,29.99,1,1,1,0,1,0
2,198.26,0,1,0,1,3,0
3,717.14,1,3,1,0,3,0
3,343.29,0,1,0,1,1,0
1,183.24,1,7,0,1,1,0
1,213.95,0,3,1,0,2,0
2,110.02,0,6,0,1,1,0
3,380.86,0,5,1,1,2,0
3,227.06,1,12,1,1,2,0
2,114.83,1,2,0,1,2,0
3,1677.91,1,2,1,0,3,0
1,29.99,1,11,1,0,2,0
2,51.48,0,12,1,0,2,0
3,612.97,1,2,1,1,2,0
2,130.57,0,10,0,1,1,0
1,84.17,1,5,0,1,2,0
2,29.99,1,4,1,0,1,0
1,139.09,1,8,0,1,3,0
1,281.21,0,6,0,1,3,0
3,495.82,0,6,1,0,1,0
3,689.74,1,1,1,1,1,1
2,94.79,1,2,1,0,3,0
3,782.89,1,8,0,1,1,0
1,88.98,0,3,0,1,3,0
1,31.61,0,1,0,1,2,1
1,193.7,0,3,1,0,2,0
2,544.66,1,1,0,1,3,0
1,325.65,0,1,0,1,1,0
3,222.03,0,11,1,0,1,0
2,227.38,0,8,1,1,2,1
2,29.99,1,10,0,1,1,0
2,98.63,1,11,0,1,2,0
1,101.01,0,5,0,1,1,0
1,255.33,0,2,1,0,3,0
2,29.99,0,3,1,0,1,0
2,735.63,1,1,0,1,3,0
3,616.27,1,1,1,1,2,0
1,142.69,1,3,1,0,1,0
1,89.46,0,10,0,1,3,0
1,29.99,1,9,1,0,2,0
2,403.95,0,10,1,0,1,0
2,121.94,0,8,0,1,1,0
1,139.93,1,1,0,1,1,0
1,174.27,1,9,1,0,1,0
2,100.11,1,7,1,0,2,0
2,327.73,1,1,1,1,3,0
2,120.7,1,9,0,1,3,0
1,540.61,1,1,0,1,1,0
1,29.99,1,1,0,1,1,0
1,92.58,1,10,1,0,2,1
2,240.09,0,1,1,0,1,0
1,211.17,0,7,1,0,2,0
1,225.07,1,10,0,1,1,0
3,498.65,0,1,0,1,2,0
3,577.78,1,1,1,1,1,0
2,386.69,1,8,1,1,2,0
2,41.19,0,5,0,1,2,0
1,424.94,0,10,1,0,1,0
2,548.91,1,11,0,1,1,0
1,155.65,0,1,0,1,2,0
2,221.36,0,3,0,1,3,0
3,561.73,1,5,1,0,2,0
2,91.44,1,5,1,0,1,0
2,29.99,1,12,0,1,1,0
3,666.27,1,2,1,0,1,0
1,215.46,0,3,0,1,3,0
1,225.14,0,9,1,0,1,0
2,87.48,0,1,0,1,1,0
1,472.92,0,2,0,1,2,1
1,245.42,1,5,1,0,1,0
2,67.86,0,2,0,1,3,0
1,188.06,1,11,1,0,1,0
2,29.99,0,11,1,0,1,0
1,61.94,1,7,1,0,1,0
1,29.99,1,12,0,1,2,0
1,338.51,1,4,0,1,2,0
1,166.81,0,8,0,1,2,0
2,452.76,0,1,0,1,2,0
3,900.85,1,4,1,1,2,0
2,148.94,1,6,0,1,1,0
1,44.66,0,5,1,0,1,0
1,210.64,1,10,1,1,2,0
1,63.38,1,9,0,1,2,1
3,770.12,1,6,1,1,1,0
1,370.76,0,3,1,0,1,0
1,541.66,1,4,1,1,3,1
1,54.37,0,11,1,0,1,0
2,215.94,0,10,1,0,2,0
3,237.08,1,8,0,1,2,0
1,203.16,1,5,1,0,1,0
1,595.8,1,2,0,1,1,1
2,208.74,0,5,0,1,1,0
3,294.17,0,9,0,1,2,0
2,56.02,0,1,0,1,3,0
2,245.63,0,1,1,1,2,1
1,117.51,0,10,0,1,1,0
1,265.67,0,1,1,0,2,1
1,233.55,0,4,1,0,2,0
1,138.93,1,1,0,1,2,0
2,29.99,1,8,0,1,1,0
1,352.37,0,1,1,1,2,0
1,29.99,0,11,1,0,1,0
2,1462.5,1,6,0,1,2,0
2,197.22,0,12,0,1,2,0
1,101.45,1,4,0,1,1,0
2,303.44,0,1,1,0,2,0
1,149.29,1,11,1,0,1,0
2,506.86,1,1,0,1,1,0
3,280.07,0,9,0,1,1,0
2,279.72,0,3,1,0,1,0
1,851.06,1,1,0,1,2,0
2,44.25,0,8,1,0,2,0
1,454.31,0,7,0,1,2,0
3,628.82,1,1,0,1,1,0
2,1384.81,1,5,0,1,1,0
2,366.19,1,5,0,1,3,0
1,148.69,1,2,0,1,2,0
1,66.42,1,9,1,0,1,0
2,43.23,1,2,1,0,1,0
1,297.81,0,2,1,0,2,1
1,176.75,0,7,1,0,2,0
1,362.66,0,6,0,1,2,0
2,233.88,0,2,0,1,3,0
2,163.8,1,7,0,1,2,0
3,480.5,0,4,0,1,1,0
2,731.56,1,9,1,0,1,0
3,571.74,1,2,1,0,2,0
3,400.04,0,1,0,1,3,1
1,158.99,0,10,1,0,2,0
3,415.93,0,11,0,1,1,0
1,509.0,1,9,1,0,3,0
1,29.99,1,2,0,1,1,0
2,274.62,0,1,1,1,2,0
2,67.54,1,2,0,1,2,0
2,29.99,1,5,1,0,2,0
2,72.61,1,10,1,0,1,0
1,29.99,1,8,1,0,2,0
2,374.36,0,10,0,1,2,0
2,192.77,1,1,1,0,2,0
2,321.26,0,2,1,0,3,1
3,218.61,0,10,1,0,1,0
1,128.42,0,12,1,0,1,0
2,29.99,1,9,0,1,1,0
2,89.96,1,1,0,1,2,0
2,737.75,1,3,1,0,3,0
1,554.67,1,2,1,0,2,0
2,71.2,1,1,0,1,1,0
2,29.99,1,10,1,0,1,0
2,29.99,1,9,1,0,2,0
1,181.35,1,7,1,0,2,0
3,1748.15,1,1,1,0,3,0
1,318.76,0,3,1,0,2,1
1,167.19,1,3,0,1,1,0
1,95.79,1,11,1,0,2,0
2,29.99,1,9,1,0,3,0
2,144.12,1,11,1,0,1,0
2,29.99,0,11,1,0,3,0
1,29.99,0,10,0,1,1,0
2,106.05,1,10,1,0,2,0
1,102.53,0,3,1,0,2,0
2,222.2,0,2,1,0,3,0
2,72.98,0,10,0,1,2,0
1,252.48,1,7,0,1,2,0
1,315.76,0,4,1,1,2,0
1,29.99,0,3,1,0,1,0
2,61.2,0,1,1,0,2,0
1,29.99,1,12,1,0,2,0
3,517.28,1,11,0,1,1,0
2,142.46,0,9,1,0,1,0
2,96.19,0,2,1,0,3,0
1,727.8,1,1,1,1,1,0
1,201.25,0,11,0,1,1,0
2,172.58,1,8,0,1,1,0
2,52.36,1,8,0,1,1,0
1,46.25,0,6,1,0,2,1
2,103.27,1,10,0,1,1,0
2,492.43,1,4,0,1,2,1
2,562.33,1,3,0,1,2,1
1,106.0,1,9,0,1,1,0
1,458.56,0,11,1,0,3,0
1,29.99,1,10,1,0,1,0
2,104.87,1,3,1,0,2,0
3,205.89,0,8,0,1,2,0
3,814.76,1,1,0,1,3,0
1,59.4,0,4,0,1,2,0
2,29.99,1,4,0,1,2,0
1,282.69,0,2,1,1,1,0
2,147.33,1,5,1,0,1,0
2,36.88,1,10,0,1,1,0
2,760.55,1,2,1,0,1,0
2,177.79,1,4,0,1,2,0
3,778.21,1,1,1,1,2,0
2,86.02,1,9,1,0,1,0
1,29.99,1,11,0,1,1,0
1,146.85,1,10,0,1,1,0
2,95.23,0,2,0,1,2,0
2,101.73,1,9,0,1,2,0
2,29.99,0,8,0,1,2,0
2,122.37,1,9,0,1,2,0
1,133.73,0,5,0,1,1,0
1,88.35,1,9,1,0,3,0
2,29.99,1,10,1,0,2,0
2,364.32,0,7,1,0,3,1
1,291.15,0,11,1,1,2,0
1,374.65,0,1,0,1,2,0
2,415.28,0,6,1,1,1,0
3,883.04,1,1,1,1,1,1
3,596.65,1,5,0,1,1,0
2,29.99,0,4,0,1,1,0
1,248.42,0,6,0,1,1,0
1,100.81,0,5,1,0,2,0
1,29.99,1,10,1,0,2,0
1,695.11,1,2,1,1,3,1
1,153.34,0,1,1,0,1,0
2,234.82,0,4,1,0,2,0
2,113.6,1,9,0,1,2,0
2,131.36,1,9,0,1,1,0
1,48.34,1,11,1,0,3,0
2,295.4,0,11,1,0,1,0
1,60.02,0,3,0,1,1,0
2,138.72,1,3,1,0,3,0
2,164.39,0,10,1,0,2,1
3,662.66,1,9,0,1,1,0
2,64.33,1,6,0,1,2,0
1,29.99,1,10,1,0,1,0
1,60.87,1,5,1,0,1,0
1,29.99,0,8,0,1,1,0
2,29.99,0,12,0,1,1,0
2,254.24,0,4,1,0,2,0
3,1020.02,1,5,0,1,2,0
1,29.99,0,11,0,1,1,0
1,442.32,1,4,0,1,1,0
1,136.61,1,1,0,1,3,1
1,95.11,0,2,0,1,1,0
3,615.53,1,1,0,1,2,1
2,95.33,0,3,1,0,1,0
3,601.87,1,8,1,1,2,0
1,150.51,0,8,0,1,2,0
1,663.8,1,7,1,1,1,0
2,106.78,0,1,0,1,2,0
1,633.53,1,8,1,1,1,0
1,140.94,0,6,0,1,1,0
1,92.33,1,3,1,0,2,0
2,126.57,0,8,0,1,1,0
2,60.23,0,11,1,0,1,0
1,37.05,1,9,0,1,2,0
2,29.99,1,11,1,0,2,0
1,207.44,0,6,0,1,2,0
1,125.26,1,1,0,1,3,0
1,345.96,0,8,0,1,1,0
2,138.99,0,7,1,0,2,0
2,369.16,0,6,1,1,1,0
1,203.68,0,9,1,0,1,0
2,29.99,0,6,0,1,2,0
2,213.1,0,11,0,1,1,0
1,29.99,1,6,0,1,2,1
1,945.21,1,8,0,1,3,0
2,117.63,0,11,1,0,1,0
1,75.24,0,9,1,0,2,0
2,85.26,0,6,1,0,1,0
3,495.96,0,10,0,1,2,0
3,388.61,0,1,1,0,2,1
1,29.99,0,8,0,1,3,0
1,140.07,0,10,0,1,1,0
2,303.82,0,1,0,1,1,0
2,173.15,1,6,1,0,1,1
3,223.32,1,3,1,1,2,0
2,36.91,0,10,0,1,1,0
1,113.1,0,6,1,0,2,0
2,29.99,0,1,0,1,1,0
3,210.06,0,8,0,1,1,0
2,38.15,0,2,0,1,2,0
2,168.78,0,7,1,0,1,1
2,344.07,0,3,1,0,2,1
3,800.72,1,1,1,0,3,0
2,145.34,0,1,0,1,1,0
1,46.0,1,8,1,0,2,0
2,29.99,0,12,1,0,1,0
3,476.67,0,4,1,1,1,0
1,53.93,0,10,1,0,1,0
2,57.04,1,1,0,1,1,0
2,118.35,1,11,0,1,2,0
1,121.19,1,8,0,1,2,0
1,361.8,0,10,1,1,3,0
1,106.24,1,7,1,0,1,0
1,40.5,1,1,0,1,1,0
2,29.99,0,11,1,0,1,0
3,474.74,0,9,0,1,2,0
1,468.98,0,2,0,1,1,0
3,618.79,1,9,0,1,3,0
1,222.32,1,4,1,1,1,1
1,195.25,0,4,1,0,1,0
2,42.1,1,9,1,0,1,0
1,29.99,0,4,1,0,1,0
2,861.85,1,1,1,0,1,0
1,62.01,1,10,1,0,1,0
2,123.6,1,5,0,1,2,0
2,29.99,0,7,1,0,2,0
2,412.85,0,7,1,0,1,0
2,58.04,0,1,1,0,2,0
1,39.36,1,2,1,0,2,0
2,92.4,0,7,1,0,1,0
1,696.6,1,3,1,0,1,0
2,30.1,0,9,0,1,1,0
2,105.34,0,10,1,0,2,1
2,78.22,1,4,0,1,2,0
2,29.99,0,6,1,0,2,0
1,90.38,0,5,1,0,1,0
1,296.23,0,9,0,1,2,0
1,148.18,0,10,0,1,3,0
1,29.99,0,11,0,1,1,0
1,126.26,1,10,1,0,2,0
2,962.78,1,10,1,1,1,0
1,30.05,1,9,1,0,1,0
2,199.47,0,1,1,0,2,0
1,139.69,1,2,0,1,1,0
2,55.43,0,11,1,0,2,0
1,93.93,0,11,1,0,1,0
1,29.99,1,10,1,0,2,0
2,272.07,1,6,0,1,2,0
2,252.65,0,7,1,0,3,0
2,144.07,0,6,1,0,1,0
1,60.74,0,9,1,0,2,0
1,407.87,0,4,1,0,1,0
2,38.4,1,2,0,1,2,0
2,100.48,0,1,1,0,1,0
1,150.46,0,5,1,0,2,0
2,29.99,0,7,0,1,1,0
1,126.51,0,1,0,1,2,0
1,125.67,0,2,0,1,1,0
1,184.66,0,5,0,1,1,1
1,66.0,1,4,1,0,2,0
1,79.62,1,1,1,0,2,0
1,700.75,1,5,1,0,1,0
2,1399.97,1,2,1,1,1,0
3,806.82,1,1,1,0,3,0
3,824.7,1,2,1,1,2,0
1,147.26,0,1,0,1,2,1
2,29.99,0,10,0,1,2,1
1,388.71,0,11,1,0,1,0
1,172.79,1,10,1,0,1,0
2,92.37,0,9,0,1,1,0
2,30.17,1,10,0,1,2,0
1,99.53,0,4,1,0,3,0
1,90.42,1,4,0,1,2,0
2,262.62,1,10,1,0,1,0
3,293.41,0,7,0,1,3,0
2,73.46,1,1,0,1,2,0
1,58.93,0,2,1,0,1,0
2,69.96,0,12,1,0,1,0
1,74.24,0,8,0,1,2,0
1,110.68,1,6,0,1,2,0
1,29.99,1,1,0,1,2,0
2,260.48,0,9,0,1,1,0
2,277.47,0,9,1,0,2,0
1,255.67,1,10,0,1,2,0
2,29.99,1,9,0,1,3,0
2,515.72,1,1,1,1,2,0
1,122.96,0,1,0,1,2,0
1,330.92,0,2,0,1,1,0
1,29.99,1,6,0,1,2,0
2,391.45,1,11,1,0,1,1
1,672.48,1,2,0,1,1,0
1,383.62,0,9,1,1,1,0
2,382.36,1,2,1,0,1,0
2,86.15,0,3,0,1,3,0
2,34.31,1,9,0,1,1,0
1,166.88,0,9,0,1,3,1
2,659.42,1,5,0,1,2,0
1,101.39,0,10,0,1,1,0
1,109.56,0,4,0,1,2,0
1,63.51,1,2,0,1,2,0
2,29.99,0,4,1,0,1,0
2,242.43,0,5,1,0,2,0
3,714.28,1,4,0,1,1,0
1,197.78,1,9,1,0,2,0
2,29.99,0,6,0,1,3,0
2,100.56,0,6,1,0,2,0
3,202.7,0,8,1,1,1,1
2,36.76,1,12,0,1,2,0
2,88.83,0,6,1,0,2,0
2,69.83,1,12,0,1,1,0
2,98.1,0,8,1,0,3,0
1,319.88,0,9,1,0,1,0
2,554.09,1,2,0,1,2,0
1,223.52,1,2,1,1,1,0
1,195.17,0,3,0,1,2,0
1,96.46,0,3,0,1,3,0
2,252.01,0,1,0,1,3,0
1,29.99,1,5,0,1,1,0
1,177.24,1,2,1,0,3,0
2,38.88,0,10,1,0,1,0
2,196.18,1,12,0,1,2,0
2,162.59,0,9,1,0,2,1
1,38.94,1,4,1,0,2,0
1,236.75,0,2,1,1,1,0
1,368.02,0,4,1,0,2,0
1,150.19,0,3,1,0,2,0
1,29.99,1,9,1,0,1,0
2,140.79,0,4,1,0,1,0
1,189.89,0,10,0,1,1,1
3,442.34,1,5,1,1,1,0
2,348.66,1,6,1,0,1,0
2,29.99,1,10,1,0,1,0
2,647.92,1,4,1,0,1,0
1,87.27,0,2,1,0,2,1
1,67.27,0,9,0,1,2,0
2,257.21,0,10,1,0,2,0
1,29.99,0,6,1,0,3,0
1,124.93,1,4,1,0,2,0
3,422.92,1,7,0,1,1,0
1,390.98,0,5,1,1,2,1
2,304.56,0,9,1,0,3,0
3,516.54,1,1,1,1,1,0
1,323.78,0,1,1,0,1,0
3,473.72,0,2,1,1,2,0
3,652.24,1,10,1,1,2,0
2,93.98,1,2,0,1,3,0
1,393.85,0,10,0,1,1,1
1,58.84,1,9,1,0,1,0
2,29.99,0,1,0,1,1,0
1,940.71,1,1,0,1,3,0
1,273.1,1,9,1,0,2,0
2,86.16,1,6,1,0,1,0
2,1248.24,1,1,1,0,2,0
1,880.91,1,4,0,1,2,0
2,57.72,1,2,0,1,1,0
2,191.32,1,8,1,0,1,0
2,169.2,0,1,0,1,2,0
1,375.27,0,5,1,0,2,0
1,159.35,1,9,0,1,2,0
2,352.57,0,12,1,0,2,1
1,181.43,0,1,0,1,1,0
1,68.08,1,2,1,0,2,0
1,362.58,0,1,1,1,2,1
2,173.26,0,8,1,0,2,0
1,405.2,0,2,0,1,2,0
1,165.12,0,8,0,1,2,0
1,262.26,0,7,0,1,2,1
1,217.26,0,9,1,1,1,1
2,470.65,0,1,0,1,2,0
1,183.93,1,10,1,0,2,0
1,510.98,1,2,1,1,1,0
1,47.94,0,8,0,1,2,0
2,29.99,1,10,1,0,1,0
2,33.04,0,6,0,1,1,0
1,464.33,0,2,1,0,2,0
3,584.64,1,9,1,0,2,0
1,114.32,1,11,0,1,2,0
3,1140.96,1,6,1,0,3,1
3,227.11,0,3,0,1,3,0
1,1267.82,1,5,0,1,3,0
1,29.99,1,1,0,1,1,0
2,29.99,1,7,1,0,2,0
3,458.32,0,1,1,1,3,0
3,908.71,1,1,0,1,1,0
3,416.4,1,2,1,0,1,0
1,73.69,0,1,0,1,1,0
2,151.0,1,11,1,0,1,0
1,106.73,1,8,1,0,3,0
2,572.72,1,1,0,1,1,0
1,422.91,0,1,1,0,3,1
2,35.26,0,9,0,1,3,0
1,29.99,1,6,1,0,3,0
3,622.95,1,2,1,1,1,0
1,57.84,1,1,1,0,2,0
1,185.73,1,2,0,1,2,0
1,371.36,1,10,1,0,1,0
1,31.18,0,1,1,0,1,0
1,29.99,1,9,0,1,1,0
1,226.12,1,9,1,0,1,0
2,188.57,1,6,0,1,2,0
2,264.47,1,10,0,1,2,0
2,212.16,0,5,0,1,2,0
2,295.26,0,6,1,0,3,0
1,93.85,0,1,0,1,2,0
1,197.87,0,10,0,1,2,1
1,172.14,1,11,1,0,1,0
2,39.17,1,5,1,0,1,0
1,42.66,0,6,0,1,1,0
1,157.61,0,7,1,0,2,0
2,120.22,0,9,0,1,3,0
1,100.76,0,2,1,0,2,0
2,213.56,1,4,1,0,2,0
3,797.08,1,3,1,0,1,0
1,29.99,0,2,1,0,2,0
1,555.04,1,3,1,0,1,0
3,1465.25,1,9,1,1,2,0
2,29.99,0,5,1,0,1,0
1,349.46,0,4,0,1,1,0
3,357.84,0,5,0,1,3,0
1,130.36,1,2,1,0,1,0
1,199.09,0,9,0,1,1,1
1,126.64,1,10,1,0,2,0
1,327.44,0,5,1,1,1,1
2,62.5,0,9,1,0,1,0
1,29.99,1,10,1,0,1,0
2,714.7,1,1,0,1,1,0
3,491.18,0,5,0,1,3,1
2,262.8,0,2,0,1,3,0
1,218.83,0,9,1,0,1,0
1,29.99,0,2,1,0,2,0
3,222.69,0,6,1,0,1,0
1,29.99,0,10,1,0,1,0
2,472.15,0,9,1,1,2,1
1,91.05,1,10,1,0,2,0
1,84.75,1,11,0,1,3,0
1,822.33,1,6,0,1,1,0
1,162.32,1,12,0,1,1,0
1,397.21,0,1,1,0,1,0
3,246.78,1,12,0,1,1,0
1,402.88,0,2,1,0,2,0
1,314.42,0,6,1,1,3,0
2,185.86,1,1,1,0,2,0
3,1071.38,1,1,1,1,2,0
1,70.06,0,6,0,1,2,0
2,202.61,0,10,0,1,2,0
3,290.88,0,6,0,1,1,0
3,993.0,1,1,1,1,1,0
3,604.74,1,3,1,0,1,0
1,59.65,1,9,1,0,3,0
1,288.64,1,1,1,0,2,0
3,382.75,0,4,0,1,1,0
1,214.44,0,11,0,1,2,0
3,308.88,0,8,0,1,1,0
1,248.16,1,1,1,0,1,1
3,242.86,0,5,1,1,1,0
2,109.72,1,10,0,1,1,0
1,323.52,0,11,0,1,1,0
1,179.72,0,9,0,1,2,1
1,491.14,0,8,1,1,2,0
2,264.76,0,9,0,1,2,0
1,186.21,0,1,0,1,2,0
3,982.41,1,11,0,1,1,0
2,44.32,1,12,0,1,1,0
2,208.52,1,1,1,0,2,0
1,29.99,0,10,1,0,1,0
2,67.34,1,2,0,1,2,0
3,289.95,1,8,1,0,1,1
1,31.24,0,10,1,0,1,0
2,81.27,0,5,0,1,1,0
2,57.94,1,3,0,1,1,0
3,211.17,1,10,0,1,3,0
2,95.11,1,9,0,1,2,0
1,45.8,1,6,0,1,1,0
2,166.91,0,5,1,0,1,0
